run_accession	sample_accession	experiment_accession	study_accession	tax_id	scientific_name	experiment_alias	fastq_ftp	submitted_ftp	submitted_aspera	sra_ftp	sample_title
ERR5912615	SAMEA8727649	ERX5553742	PRJEB44892	5821	Plasmodium berghei	SC_EXP_26779_5#124	ftp.sra.ebi.ac.uk/vol1/fastq/ERR591/005/ERR5912615/ERR5912615_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR591/005/ERR5912615/ERR5912615_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR591/ERR5912615/26779_5#124.cram	fasp.sra.ebi.ac.uk:/vol1/run/ERR591/ERR5912615/26779_5#124.cram		Plasmodium berghei
ERR5912616	SAMEA8727657	ERX5553743	PRJEB44892	5821	Plasmodium berghei	SC_EXP_26779_5#125	ftp.sra.ebi.ac.uk/vol1/fastq/ERR591/006/ERR5912616/ERR5912616_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR591/006/ERR5912616/ERR5912616_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR591/ERR5912616/26779_5#125.cram;ftp.sra.ebi.ac.uk/vol1/run/ERR591/ERR5912616/26779_5#125.cram.crai	fasp.sra.ebi.ac.uk:/vol1/run/ERR591/ERR5912616/26779_5#125.cram;fasp.sra.ebi.ac.uk:/vol1/run/ERR591/ERR5912616/26779_5#125.cram.crai		Plasmodium berghei
ERR5912618	SAMEA8727697	ERX5553745	PRJEB44892	5821	Plasmodium berghei	SC_EXP_26779_5#127	ftp.sra.ebi.ac.uk/vol1/fastq/ERR591/008/ERR5912618/ERR5912618_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR591/008/ERR5912618/ERR5912618_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR591/ERR5912618/26779_5#127.cram;ftp.sra.ebi.ac.uk/vol1/run/ERR591/ERR5912618/26779_5#127.cram.crai	fasp.sra.ebi.ac.uk:/vol1/run/ERR591/ERR5912618/26779_5#127.cram;fasp.sra.ebi.ac.uk:/vol1/run/ERR591/ERR5912618/26779_5#127.cram.crai		Plasmodium berghei
ERR5912619	SAMEA8727672	ERX5553746	PRJEB44892	5821	Plasmodium berghei	SC_EXP_26779_5#128	ftp.sra.ebi.ac.uk/vol1/fastq/ERR591/009/ERR5912619/ERR5912619_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR591/009/ERR5912619/ERR5912619_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR591/ERR5912619/26779_5#128.cram;ftp.sra.ebi.ac.uk/vol1/run/ERR591/ERR5912619/26779_5#128.cram.crai	fasp.sra.ebi.ac.uk:/vol1/run/ERR591/ERR5912619/26779_5#128.cram;fasp.sra.ebi.ac.uk:/vol1/run/ERR591/ERR5912619/26779_5#128.cram.crai		Plasmodium berghei
ERR5912620	SAMEA8727680	ERX5553747	PRJEB44892	5821	Plasmodium berghei	SC_EXP_26779_5#129	ftp.sra.ebi.ac.uk/vol1/fastq/ERR591/000/ERR5912620/ERR5912620_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR591/000/ERR5912620/ERR5912620_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR591/ERR5912620/26779_5#129.cram;ftp.sra.ebi.ac.uk/vol1/run/ERR591/ERR5912620/26779_5#129.cram.crai	fasp.sra.ebi.ac.uk:/vol1/run/ERR591/ERR5912620/26779_5#129.cram;fasp.sra.ebi.ac.uk:/vol1/run/ERR591/ERR5912620/26779_5#129.cram.crai		Plasmodium berghei
ERR5912621	SAMEA8727688	ERX5553748	PRJEB44892	5821	Plasmodium berghei	SC_EXP_26779_5#130	ftp.sra.ebi.ac.uk/vol1/fastq/ERR591/001/ERR5912621/ERR5912621_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR591/001/ERR5912621/ERR5912621_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR591/ERR5912621/26779_5#130.cram;ftp.sra.ebi.ac.uk/vol1/run/ERR591/ERR5912621/26779_5#130.cram.crai	fasp.sra.ebi.ac.uk:/vol1/run/ERR591/ERR5912621/26779_5#130.cram;fasp.sra.ebi.ac.uk:/vol1/run/ERR591/ERR5912621/26779_5#130.cram.crai		Plasmodium berghei
ERR5912622	SAMEA8727696	ERX5553749	PRJEB44892	5821	Plasmodium berghei	SC_EXP_26779_5#131	ftp.sra.ebi.ac.uk/vol1/fastq/ERR591/002/ERR5912622/ERR5912622_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR591/002/ERR5912622/ERR5912622_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR591/ERR5912622/26779_5#131.cram;ftp.sra.ebi.ac.uk/vol1/run/ERR591/ERR5912622/26779_5#131.cram.crai	fasp.sra.ebi.ac.uk:/vol1/run/ERR591/ERR5912622/26779_5#131.cram;fasp.sra.ebi.ac.uk:/vol1/run/ERR591/ERR5912622/26779_5#131.cram.crai		Plasmodium berghei
ERR5912625	SAMEA8727713	ERX5553752	PRJEB44892	5821	Plasmodium berghei	SC_EXP_26779_5#134	ftp.sra.ebi.ac.uk/vol1/fastq/ERR591/005/ERR5912625/ERR5912625_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR591/005/ERR5912625/ERR5912625_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR591/ERR5912625/26779_5#134.cram	fasp.sra.ebi.ac.uk:/vol1/run/ERR591/ERR5912625/26779_5#134.cram		Plasmodium berghei
ERR5912627	SAMEA8727729	ERX5553754	PRJEB44892	5821	Plasmodium berghei	SC_EXP_26779_5#136	ftp.sra.ebi.ac.uk/vol1/fastq/ERR591/007/ERR5912627/ERR5912627_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR591/007/ERR5912627/ERR5912627_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR591/ERR5912627/26779_5#136.cram;ftp.sra.ebi.ac.uk/vol1/run/ERR591/ERR5912627/26779_5#136.cram.crai	fasp.sra.ebi.ac.uk:/vol1/run/ERR591/ERR5912627/26779_5#136.cram;fasp.sra.ebi.ac.uk:/vol1/run/ERR591/ERR5912627/26779_5#136.cram.crai		Plasmodium berghei
ERR5912632	SAMEA8727767	ERX5553759	PRJEB44892	5821	Plasmodium berghei	SC_EXP_26779_5#141	ftp.sra.ebi.ac.uk/vol1/fastq/ERR591/002/ERR5912632/ERR5912632_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR591/002/ERR5912632/ERR5912632_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR591/ERR5912632/26779_5#141.cram;ftp.sra.ebi.ac.uk/vol1/run/ERR591/ERR5912632/26779_5#141.cram.crai	fasp.sra.ebi.ac.uk:/vol1/run/ERR591/ERR5912632/26779_5#141.cram;fasp.sra.ebi.ac.uk:/vol1/run/ERR591/ERR5912632/26779_5#141.cram.crai		Plasmodium berghei
ERR5912633	SAMEA8727776	ERX5553760	PRJEB44892	5821	Plasmodium berghei	SC_EXP_26779_5#142	ftp.sra.ebi.ac.uk/vol1/fastq/ERR591/003/ERR5912633/ERR5912633_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR591/003/ERR5912633/ERR5912633_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR591/ERR5912633/26779_5#142.cram;ftp.sra.ebi.ac.uk/vol1/run/ERR591/ERR5912633/26779_5#142.cram.crai	fasp.sra.ebi.ac.uk:/vol1/run/ERR591/ERR5912633/26779_5#142.cram;fasp.sra.ebi.ac.uk:/vol1/run/ERR591/ERR5912633/26779_5#142.cram.crai		Plasmodium berghei
ERR5912634	SAMEA8727784	ERX5553761	PRJEB44892	5821	Plasmodium berghei	SC_EXP_26779_5#143	ftp.sra.ebi.ac.uk/vol1/fastq/ERR591/004/ERR5912634/ERR5912634_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR591/004/ERR5912634/ERR5912634_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR591/ERR5912634/26779_5#143.cram;ftp.sra.ebi.ac.uk/vol1/run/ERR591/ERR5912634/26779_5#143.cram.crai	fasp.sra.ebi.ac.uk:/vol1/run/ERR591/ERR5912634/26779_5#143.cram;fasp.sra.ebi.ac.uk:/vol1/run/ERR591/ERR5912634/26779_5#143.cram.crai		Plasmodium berghei
ERR5912635	SAMEA8727792	ERX5553762	PRJEB44892	5821	Plasmodium berghei	SC_EXP_26779_5#144	ftp.sra.ebi.ac.uk/vol1/fastq/ERR591/005/ERR5912635/ERR5912635_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR591/005/ERR5912635/ERR5912635_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR591/ERR5912635/26779_5#144.cram	fasp.sra.ebi.ac.uk:/vol1/run/ERR591/ERR5912635/26779_5#144.cram		Plasmodium berghei
ERR5912636	SAMEA8727611	ERX5553763	PRJEB44892	5821	Plasmodium berghei	SC_EXP_26779_5#145	ftp.sra.ebi.ac.uk/vol1/fastq/ERR591/006/ERR5912636/ERR5912636_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR591/006/ERR5912636/ERR5912636_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR591/ERR5912636/26779_5#145.cram;ftp.sra.ebi.ac.uk/vol1/run/ERR591/ERR5912636/26779_5#145.cram.crai	fasp.sra.ebi.ac.uk:/vol1/run/ERR591/ERR5912636/26779_5#145.cram;fasp.sra.ebi.ac.uk:/vol1/run/ERR591/ERR5912636/26779_5#145.cram.crai		Plasmodium berghei
ERR5912642	SAMEA8727699	ERX5553769	PRJEB44892	5821	Plasmodium berghei	SC_EXP_26779_5#151	ftp.sra.ebi.ac.uk/vol1/fastq/ERR591/002/ERR5912642/ERR5912642_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR591/002/ERR5912642/ERR5912642_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR591/ERR5912642/26779_5#151.cram;ftp.sra.ebi.ac.uk/vol1/run/ERR591/ERR5912642/26779_5#151.cram.crai	fasp.sra.ebi.ac.uk:/vol1/run/ERR591/ERR5912642/26779_5#151.cram;fasp.sra.ebi.ac.uk:/vol1/run/ERR591/ERR5912642/26779_5#151.cram.crai		Plasmodium berghei
ERR5912643	SAMEA8727673	ERX5553770	PRJEB44892	5821	Plasmodium berghei	SC_EXP_26779_5#152	ftp.sra.ebi.ac.uk/vol1/fastq/ERR591/003/ERR5912643/ERR5912643_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR591/003/ERR5912643/ERR5912643_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR591/ERR5912643/26779_5#152.cram	fasp.sra.ebi.ac.uk:/vol1/run/ERR591/ERR5912643/26779_5#152.cram		Plasmodium berghei
ERR5912647	SAMEA8727639	ERX5553774	PRJEB44892	5821	Plasmodium berghei	SC_EXP_26779_5#156	ftp.sra.ebi.ac.uk/vol1/fastq/ERR591/007/ERR5912647/ERR5912647_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR591/007/ERR5912647/ERR5912647_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR591/ERR5912647/26779_5#156.cram;ftp.sra.ebi.ac.uk/vol1/run/ERR591/ERR5912647/26779_5#156.cram.crai	fasp.sra.ebi.ac.uk:/vol1/run/ERR591/ERR5912647/26779_5#156.cram;fasp.sra.ebi.ac.uk:/vol1/run/ERR591/ERR5912647/26779_5#156.cram.crai		Plasmodium berghei
ERR5912648	SAMEA8727706	ERX5553775	PRJEB44892	5821	Plasmodium berghei	SC_EXP_26779_5#157	ftp.sra.ebi.ac.uk/vol1/fastq/ERR591/008/ERR5912648/ERR5912648_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR591/008/ERR5912648/ERR5912648_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR591/ERR5912648/26779_5#157.cram	fasp.sra.ebi.ac.uk:/vol1/run/ERR591/ERR5912648/26779_5#157.cram		Plasmodium berghei
ERR5912653	SAMEA8727746	ERX5553780	PRJEB44892	5821	Plasmodium berghei	SC_EXP_26779_5#162	ftp.sra.ebi.ac.uk/vol1/fastq/ERR591/003/ERR5912653/ERR5912653_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR591/003/ERR5912653/ERR5912653_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR591/ERR5912653/26779_5#162.cram;ftp.sra.ebi.ac.uk/vol1/run/ERR591/ERR5912653/26779_5#162.cram.crai	fasp.sra.ebi.ac.uk:/vol1/run/ERR591/ERR5912653/26779_5#162.cram;fasp.sra.ebi.ac.uk:/vol1/run/ERR591/ERR5912653/26779_5#162.cram.crai		Plasmodium berghei
ERR5912654	SAMEA8727753	ERX5553781	PRJEB44892	5821	Plasmodium berghei	SC_EXP_26779_5#163	ftp.sra.ebi.ac.uk/vol1/fastq/ERR591/004/ERR5912654/ERR5912654_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR591/004/ERR5912654/ERR5912654_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR591/ERR5912654/26779_5#163.cram;ftp.sra.ebi.ac.uk/vol1/run/ERR591/ERR5912654/26779_5#163.cram.crai	fasp.sra.ebi.ac.uk:/vol1/run/ERR591/ERR5912654/26779_5#163.cram;fasp.sra.ebi.ac.uk:/vol1/run/ERR591/ERR5912654/26779_5#163.cram.crai		Plasmodium berghei
ERR5912660	SAMEA8727612	ERX5553787	PRJEB44892	5821	Plasmodium berghei	SC_EXP_26779_5#169	ftp.sra.ebi.ac.uk/vol1/fastq/ERR591/000/ERR5912660/ERR5912660_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR591/000/ERR5912660/ERR5912660_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR591/ERR5912660/26779_5#169.cram	fasp.sra.ebi.ac.uk:/vol1/run/ERR591/ERR5912660/26779_5#169.cram		Plasmodium berghei
ERR5912661	SAMEA8727620	ERX5553788	PRJEB44892	5821	Plasmodium berghei	SC_EXP_26779_5#170	ftp.sra.ebi.ac.uk/vol1/fastq/ERR591/001/ERR5912661/ERR5912661_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR591/001/ERR5912661/ERR5912661_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR591/ERR5912661/26779_5#170.cram	fasp.sra.ebi.ac.uk:/vol1/run/ERR591/ERR5912661/26779_5#170.cram		Plasmodium berghei
ERR5912662	SAMEA8727629	ERX5553789	PRJEB44892	5821	Plasmodium berghei	SC_EXP_26779_5#171	ftp.sra.ebi.ac.uk/vol1/fastq/ERR591/002/ERR5912662/ERR5912662_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR591/002/ERR5912662/ERR5912662_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR591/ERR5912662/26779_5#171.cram;ftp.sra.ebi.ac.uk/vol1/run/ERR591/ERR5912662/26779_5#171.cram.crai	fasp.sra.ebi.ac.uk:/vol1/run/ERR591/ERR5912662/26779_5#171.cram;fasp.sra.ebi.ac.uk:/vol1/run/ERR591/ERR5912662/26779_5#171.cram.crai		Plasmodium berghei
ERR5912663	SAMEA8727650	ERX5553790	PRJEB44892	5821	Plasmodium berghei	SC_EXP_26779_5#172	ftp.sra.ebi.ac.uk/vol1/fastq/ERR591/003/ERR5912663/ERR5912663_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR591/003/ERR5912663/ERR5912663_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR591/ERR5912663/26779_5#172.cram	fasp.sra.ebi.ac.uk:/vol1/run/ERR591/ERR5912663/26779_5#172.cram		Plasmodium berghei
ERR5912664	SAMEA8727659	ERX5553791	PRJEB44892	5821	Plasmodium berghei	SC_EXP_26779_5#173	ftp.sra.ebi.ac.uk/vol1/fastq/ERR591/004/ERR5912664/ERR5912664_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR591/004/ERR5912664/ERR5912664_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR591/ERR5912664/26779_5#173.cram	fasp.sra.ebi.ac.uk:/vol1/run/ERR591/ERR5912664/26779_5#173.cram		Plasmodium berghei
ERR5912669	SAMEA8727690	ERX5553796	PRJEB44892	5821	Plasmodium berghei	SC_EXP_26779_5#178	ftp.sra.ebi.ac.uk/vol1/fastq/ERR591/009/ERR5912669/ERR5912669_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR591/009/ERR5912669/ERR5912669_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR591/ERR5912669/26779_5#178.cram;ftp.sra.ebi.ac.uk/vol1/run/ERR591/ERR5912669/26779_5#178.cram.crai	fasp.sra.ebi.ac.uk:/vol1/run/ERR591/ERR5912669/26779_5#178.cram;fasp.sra.ebi.ac.uk:/vol1/run/ERR591/ERR5912669/26779_5#178.cram.crai		Plasmodium berghei
ERR5912670	SAMEA8727632	ERX5553797	PRJEB44892	5821	Plasmodium berghei	SC_EXP_26779_5#179	ftp.sra.ebi.ac.uk/vol1/fastq/ERR591/000/ERR5912670/ERR5912670_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR591/000/ERR5912670/ERR5912670_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR591/ERR5912670/26779_5#179.cram	fasp.sra.ebi.ac.uk:/vol1/run/ERR591/ERR5912670/26779_5#179.cram		Plasmodium berghei
ERR5912671	SAMEA8727640	ERX5553798	PRJEB44892	5821	Plasmodium berghei	SC_EXP_26779_5#180	ftp.sra.ebi.ac.uk/vol1/fastq/ERR591/001/ERR5912671/ERR5912671_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR591/001/ERR5912671/ERR5912671_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR591/ERR5912671/26779_5#180.cram;ftp.sra.ebi.ac.uk/vol1/run/ERR591/ERR5912671/26779_5#180.cram.crai	fasp.sra.ebi.ac.uk:/vol1/run/ERR591/ERR5912671/26779_5#180.cram;fasp.sra.ebi.ac.uk:/vol1/run/ERR591/ERR5912671/26779_5#180.cram.crai		Plasmodium berghei
ERR5912672	SAMEA8727707	ERX5553799	PRJEB44892	5821	Plasmodium berghei	SC_EXP_26779_5#181	ftp.sra.ebi.ac.uk/vol1/fastq/ERR591/002/ERR5912672/ERR5912672_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR591/002/ERR5912672/ERR5912672_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR591/ERR5912672/26779_5#181.cram;ftp.sra.ebi.ac.uk/vol1/run/ERR591/ERR5912672/26779_5#181.cram.crai	fasp.sra.ebi.ac.uk:/vol1/run/ERR591/ERR5912672/26779_5#181.cram;fasp.sra.ebi.ac.uk:/vol1/run/ERR591/ERR5912672/26779_5#181.cram.crai		Plasmodium berghei
ERR5912673	SAMEA8727715	ERX5553800	PRJEB44892	5821	Plasmodium berghei	SC_EXP_26779_5#182	ftp.sra.ebi.ac.uk/vol1/fastq/ERR591/003/ERR5912673/ERR5912673_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR591/003/ERR5912673/ERR5912673_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR591/ERR5912673/26779_5#182.cram	fasp.sra.ebi.ac.uk:/vol1/run/ERR591/ERR5912673/26779_5#182.cram		Plasmodium berghei
ERR5912679	SAMEA8727763	ERX5553806	PRJEB44892	5821	Plasmodium berghei	SC_EXP_26779_5#188	ftp.sra.ebi.ac.uk/vol1/fastq/ERR591/009/ERR5912679/ERR5912679_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR591/009/ERR5912679/ERR5912679_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR591/ERR5912679/26779_5#188.cram;ftp.sra.ebi.ac.uk/vol1/run/ERR591/ERR5912679/26779_5#188.cram.crai	fasp.sra.ebi.ac.uk:/vol1/run/ERR591/ERR5912679/26779_5#188.cram;fasp.sra.ebi.ac.uk:/vol1/run/ERR591/ERR5912679/26779_5#188.cram.crai		Plasmodium berghei
ERR5912680	SAMEA8727770	ERX5553807	PRJEB44892	5821	Plasmodium berghei	SC_EXP_26779_5#189	ftp.sra.ebi.ac.uk/vol1/fastq/ERR591/000/ERR5912680/ERR5912680_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR591/000/ERR5912680/ERR5912680_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR591/ERR5912680/26779_5#189.cram;ftp.sra.ebi.ac.uk/vol1/run/ERR591/ERR5912680/26779_5#189.cram.crai	fasp.sra.ebi.ac.uk:/vol1/run/ERR591/ERR5912680/26779_5#189.cram;fasp.sra.ebi.ac.uk:/vol1/run/ERR591/ERR5912680/26779_5#189.cram.crai		Plasmodium berghei
ERR5912681	SAMEA8727778	ERX5553808	PRJEB44892	5821	Plasmodium berghei	SC_EXP_26779_5#190	ftp.sra.ebi.ac.uk/vol1/fastq/ERR591/001/ERR5912681/ERR5912681_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR591/001/ERR5912681/ERR5912681_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR591/ERR5912681/26779_5#190.cram;ftp.sra.ebi.ac.uk/vol1/run/ERR591/ERR5912681/26779_5#190.cram.crai	fasp.sra.ebi.ac.uk:/vol1/run/ERR591/ERR5912681/26779_5#190.cram;fasp.sra.ebi.ac.uk:/vol1/run/ERR591/ERR5912681/26779_5#190.cram.crai		Plasmodium berghei
ERR5912685	SAMEA8727803	ERX5553812	PRJEB44892	5821	Plasmodium berghei	SC_EXP_26779_5#194	ftp.sra.ebi.ac.uk/vol1/fastq/ERR591/005/ERR5912685/ERR5912685_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR591/005/ERR5912685/ERR5912685_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR591/ERR5912685/26779_5#194.cram	fasp.sra.ebi.ac.uk:/vol1/run/ERR591/ERR5912685/26779_5#194.cram		Plasmodium berghei
ERR5912688	SAMEA8727827	ERX5553815	PRJEB44892	5821	Plasmodium berghei	SC_EXP_26779_5#197	ftp.sra.ebi.ac.uk/vol1/fastq/ERR591/008/ERR5912688/ERR5912688_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR591/008/ERR5912688/ERR5912688_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR591/ERR5912688/26779_5#197.cram	fasp.sra.ebi.ac.uk:/vol1/run/ERR591/ERR5912688/26779_5#197.cram		Plasmodium berghei
ERR5912690	SAMEA8727882	ERX5553817	PRJEB44892	5821	Plasmodium berghei	SC_EXP_26779_5#199	ftp.sra.ebi.ac.uk/vol1/fastq/ERR591/000/ERR5912690/ERR5912690_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR591/000/ERR5912690/ERR5912690_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR591/ERR5912690/26779_5#199.cram	fasp.sra.ebi.ac.uk:/vol1/run/ERR591/ERR5912690/26779_5#199.cram		Plasmodium berghei
ERR5912694	SAMEA8727867	ERX5553821	PRJEB44892	5821	Plasmodium berghei	SC_EXP_26779_5#203	ftp.sra.ebi.ac.uk/vol1/fastq/ERR591/004/ERR5912694/ERR5912694_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR591/004/ERR5912694/ERR5912694_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR591/ERR5912694/26779_5#203.cram;ftp.sra.ebi.ac.uk/vol1/run/ERR591/ERR5912694/26779_5#203.cram.crai	fasp.sra.ebi.ac.uk:/vol1/run/ERR591/ERR5912694/26779_5#203.cram;fasp.sra.ebi.ac.uk:/vol1/run/ERR591/ERR5912694/26779_5#203.cram.crai		Plasmodium berghei
ERR5912695	SAMEA8727873	ERX5553822	PRJEB44892	5821	Plasmodium berghei	SC_EXP_26779_5#204	ftp.sra.ebi.ac.uk/vol1/fastq/ERR591/005/ERR5912695/ERR5912695_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR591/005/ERR5912695/ERR5912695_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR591/ERR5912695/26779_5#204.cram	fasp.sra.ebi.ac.uk:/vol1/run/ERR591/ERR5912695/26779_5#204.cram		Plasmodium berghei
ERR5912698	SAMEA8727917	ERX5553825	PRJEB44892	5821	Plasmodium berghei	SC_EXP_26779_5#207	ftp.sra.ebi.ac.uk/vol1/fastq/ERR591/008/ERR5912698/ERR5912698_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR591/008/ERR5912698/ERR5912698_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR591/ERR5912698/26779_5#207.cram	fasp.sra.ebi.ac.uk:/vol1/run/ERR591/ERR5912698/26779_5#207.cram		Plasmodium berghei
ERR5912699	SAMEA8727926	ERX5553826	PRJEB44892	5821	Plasmodium berghei	SC_EXP_26779_5#208	ftp.sra.ebi.ac.uk/vol1/fastq/ERR591/009/ERR5912699/ERR5912699_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR591/009/ERR5912699/ERR5912699_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR591/ERR5912699/26779_5#208.cram	fasp.sra.ebi.ac.uk:/vol1/run/ERR591/ERR5912699/26779_5#208.cram		Plasmodium berghei
ERR5912702	SAMEA8727948	ERX5553829	PRJEB44892	5821	Plasmodium berghei	SC_EXP_26779_5#211	ftp.sra.ebi.ac.uk/vol1/fastq/ERR591/002/ERR5912702/ERR5912702_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR591/002/ERR5912702/ERR5912702_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR591/ERR5912702/26779_5#211.cram;ftp.sra.ebi.ac.uk/vol1/run/ERR591/ERR5912702/26779_5#211.cram.crai	fasp.sra.ebi.ac.uk:/vol1/run/ERR591/ERR5912702/26779_5#211.cram;fasp.sra.ebi.ac.uk:/vol1/run/ERR591/ERR5912702/26779_5#211.cram.crai		Plasmodium berghei
ERR5912703	SAMEA8727907	ERX5553830	PRJEB44892	5821	Plasmodium berghei	SC_EXP_26779_5#212	ftp.sra.ebi.ac.uk/vol1/fastq/ERR591/003/ERR5912703/ERR5912703_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR591/003/ERR5912703/ERR5912703_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR591/ERR5912703/26779_5#212.cram	fasp.sra.ebi.ac.uk:/vol1/run/ERR591/ERR5912703/26779_5#212.cram		Plasmodium berghei
ERR5912704	SAMEA8727954	ERX5553831	PRJEB44892	5821	Plasmodium berghei	SC_EXP_26779_5#213	ftp.sra.ebi.ac.uk/vol1/fastq/ERR591/004/ERR5912704/ERR5912704_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR591/004/ERR5912704/ERR5912704_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR591/ERR5912704/26779_5#213.cram	fasp.sra.ebi.ac.uk:/vol1/run/ERR591/ERR5912704/26779_5#213.cram		Plasmodium berghei
