# Program:featureCounts v2.0.3; Command:"featureCounts" "-p" "-O" "-T" "8" "-a" "/cluster/facility/jyuan/ximo/Rbpm1/Py_2023/reference_genome/PlasmoDB-62_Pyoeliiyoelii17X.gtf" "-o" "/cluster/facility/jyuan/ximo/Rbpm1/Py_2023/2018vs2023/counts/2018_vs_2023_final_counts_output.txt" "/cluster/facility/jyuan/ximo/Rbpm1/Py_2023/2018vs2023/map/WT_female_Rep1.bam.sort.bam" "/cluster/facility/jyuan/ximo/Rbpm1/Py_2023/2018vs2023/map/WT_female_Rep2.bam.sort.bam" "/cluster/facility/jyuan/ximo/Rbpm1/Py_2023/2018vs2023/map/WT_female_Rep3.bam.sort.bam" "/cluster/facility/jyuan/ximo/Rbpm1/Py_2023/2018vs2023/map/WT_male_Rep1.bam.sort.bam" "/cluster/facility/jyuan/ximo/Rbpm1/Py_2023/2018vs2023/map/WT_male_Rep2.bam.sort.bam" "/cluster/facility/jyuan/ximo/Rbpm1/Py_2023/2018vs2023/map/WT_male_Rep3.bam.sort.bam" 
Geneid	Chr	Start	End	Strand	Length	/cluster/facility/jyuan/ximo/Rbpm1/Py_2023/2018vs2023/map/WT_female_Rep1.bam.sort.bam	/cluster/facility/jyuan/ximo/Rbpm1/Py_2023/2018vs2023/map/WT_female_Rep2.bam.sort.bam	/cluster/facility/jyuan/ximo/Rbpm1/Py_2023/2018vs2023/map/WT_female_Rep3.bam.sort.bam	/cluster/facility/jyuan/ximo/Rbpm1/Py_2023/2018vs2023/map/WT_male_Rep1.bam.sort.bam	/cluster/facility/jyuan/ximo/Rbpm1/Py_2023/2018vs2023/map/WT_male_Rep2.bam.sort.bam	/cluster/facility/jyuan/ximo/Rbpm1/Py_2023/2018vs2023/map/WT_male_Rep3.bam.sort.bam
PY17X_0310700	Py17X_03_v3;Py17X_03_v3;Py17X_03_v3	412792;412968;413506	412837;413054;413609	-;-;-	237	1664	1765	2116	251	229	205
PY17X_0310800	Py17X_03_v3;Py17X_03_v3;Py17X_03_v3;Py17X_03_v3	413752;414174;414914;415454	413860;414685;415246;415549	+;+;+;+	1050	7333	7796	9161	904	1087	1177
PY17X_0310900	Py17X_03_v3;Py17X_03_v3;Py17X_03_v3;Py17X_03_v3;Py17X_03_v3	415534;415777;416329;417418;417705	415623;416143;417096;417503;417791	-;-;-;-;-	1398	1494	1463	1417	610	805	746
PY17X_0311000	Py17X_03_v3;Py17X_03_v3;Py17X_03_v3;Py17X_03_v3;Py17X_03_v3;Py17X_03_v3;Py17X_03_v3;Py17X_03_v3;Py17X_03_v3;Py17X_03_v3;Py17X_03_v3;Py17X_03_v3	418204;418646;418990;419221;419469;419712;419887;420224;420383;420652;421272;424704	418530;418761;419122;419343;419588;419756;420064;420286;420514;421049;424526;426101	-;-;-;-;-;-;-;-;-;-;-;-	6288	243	145	289	67512	63691	69464
PY17X_0311100	Py17X_03_v3;Py17X_03_v3	428313;428718	428603;428891	+;+	465	482	434	1002	494	632	640
PY17X_0311200	Py17X_03_v3	430128	432197	+	2070	16230	16284	16392	8733	10787	9852
PY17X_0311300	Py17X_03_v3	432617	435286	-	2670	2385	2077	2674	856	869	881
PY17X_0311400	Py17X_03_v3;Py17X_03_v3	436830;436952	436832;438580	+;+	1632	4675	4250	4589	1034	974	1201
PY17X_0311500	Py17X_03_v3;Py17X_03_v3;Py17X_03_v3;Py17X_03_v3	438953;439148;439590;439817	438989;439497;439678;443522	-;-;-;-	4182	3167	2604	2940	3778	3601	4025
PY17X_0311600	Py17X_03_v3;Py17X_03_v3	445549;446246	446098;446334	-;-	639	24058	20301	25357	5617	3488	7763
PY17X_0311700	Py17X_03_v3;Py17X_03_v3;Py17X_03_v3;Py17X_03_v3	447270;447486;447701;448794	447344;447605;448792;449240	-;-;-;-	1734	1001	741	770	277	301	239
PY17X_0311800	Py17X_03_v3	451044	451940	+	897	59	88	61	0	4	0
PY17X_0311900	Py17X_03_v3	454426	459450	+	5025	36290	41473	38188	1574	1344	1489
PY17X_0312000	Py17X_03_v3;Py17X_03_v3;Py17X_03_v3;Py17X_03_v3;Py17X_03_v3;Py17X_03_v3;Py17X_03_v3;Py17X_03_v3;Py17X_03_v3	460515;460749;460921;461098;461301;461508;461740;461997;462351	460568;460801;460987;461193;461414;461574;461825;462145;462564	-;-;-;-;-;-;-;-;-	900	2605	2113	2686	269	248	310
PY17X_0312100	Py17X_03_v3;Py17X_03_v3	464968;465337	465157;468878	+;+	3732	359	351	355	1697	1717	1809
PY17X_0312200	Py17X_03_v3;Py17X_03_v3;Py17X_03_v3;Py17X_03_v3;Py17X_03_v3;Py17X_03_v3	469987;470145;472029;472346;472628;472792	470047;471880;472163;472447;472697;472838	+;+;+;+;+;+	2151	136	88	319	2444	2375	2368
PY17X_0312300	Py17X_03_v3	473686	475947	-	2262	4808	4487	5443	7123	6854	8543
PY17X_0312400	Py17X_03_v3;Py17X_03_v3;Py17X_03_v3;Py17X_03_v3;Py17X_03_v3;Py17X_03_v3;Py17X_03_v3	476942;477166;477410;477591;478189;478611;478790	476988;477217;477485;477977;478418;478646;478849	-;-;-;-;-;-;-	888	4240	3220	4132	4694	5127	5176
PY17X_0312500	Py17X_03_v3	480821	481558	+	738	36598	35328	41291	489	686	745
PY17X_0312600	Py17X_03_v3	482332	484824	-	2493	5528	4869	5557	1959	2207	2276
PY17X_0312700	Py17X_03_v3	487111	488682	+	1572	1662	1525	2202	2567	3036	2955
PY17X_0312800	Py17X_03_v3	489132	490196	-	1065	714	528	923	157	162	172
PY17X_0312900	Py17X_03_v3;Py17X_03_v3	491898;492108	491949;495994	+;+	3939	2337	1761	1885	1029	901	992
PY17X_0313000	Py17X_03_v3	496721	499141	-	2421	677	589	842	40812	48816	46190
PY17X_0313100	Py17X_03_v3;Py17X_03_v3;Py17X_03_v3;Py17X_03_v3;Py17X_03_v3;Py17X_03_v3;Py17X_03_v3;Py17X_03_v3;Py17X_03_v3;Py17X_03_v3	500335;500556;500780;501051;501192;501425;501635;501879;502139;502290	500407;500643;500867;501086;501284;501486;501766;501988;502197;502349	-;-;-;-;-;-;-;-;-;-	801	938	794	1063	293	353	464
PY17X_0313200	Py17X_03_v3	504013	508602	+	4590	203249	181326	168273	24727	24949	25289
PY17X_0313300	Py17X_03_v3;Py17X_03_v3	508947;509158	509018;512454	-;-	3369	915	848	812	116	139	152
PY17X_0313400	Py17X_03_v3;Py17X_03_v3	512981;513341	513034;513961	-;-	675	3	9	16	6	3	7
PY17X_0313500	Py17X_03_v3	514473	518045	+	3573	38	15	65	24	20	17
PY17X_0313600	Py17X_03_v3	519258	521369	+	2112	406	290	392	684	722	846
PY17X_0313700	Py17X_03_v3;Py17X_03_v3	522145;522621	522426;527060	+;+	4722	205	167	151	48	53	39
PY17X_0313800	Py17X_03_v3	529261	531174	+	1914	848	732	1739	4631	4965	4862
PY17X_0313900	Py17X_03_v3;Py17X_03_v3;Py17X_03_v3;Py17X_03_v3;Py17X_03_v3;Py17X_03_v3;Py17X_03_v3	532612;532764;532935;533175;533410;533800;534706	532650;532800;533056;533231;533598;534495;537837	+;+;+;+;+;+;+	4272	151	82	163	566	503	507
PY17X_0314000	Py17X_03_v3	538622	541243	-	2622	29	42	111	822	894	887
PY17X_0314100	Py17X_03_v3	542766	544334	+	1569	126	68	113	16013	23090	18087
PY17X_0314200	Py17X_03_v3;Py17X_03_v3;Py17X_03_v3;Py17X_03_v3	544581;544764;545332;546555	544684;545247;546245;547644	-;-;-;-	2592	1380	1568	2497	5221	5137	6169
PY17X_0314300	Py17X_03_v3	549641	551287	+	1647	6303	4777	6576	1832	1485	1896
PY17X_0314400	Py17X_03_v3	551672	555898	-	4227	8	27	12	47	56	32
PY17X_0314500	Py17X_03_v3;Py17X_03_v3;Py17X_03_v3	556821;557230;557465	557056;557363;557520	-;-;-	426	1421	1210	976	5	2	2
PY17X_0314600	Py17X_03_v3;Py17X_03_v3	558986;559187	559072;559555	+;+	456	3030	2771	3397	200	194	234
PY17X_0314700	Py17X_03_v3;Py17X_03_v3;Py17X_03_v3;Py17X_03_v3;Py17X_03_v3	561849;563157;563366;563630;563816	563063;563256;563484;563707;563875	+;+;+;+;+	1572	7248	5481	8354	35743	39016	40475
PY17X_0314800	Py17X_03_v3;Py17X_03_v3;Py17X_03_v3;Py17X_03_v3;Py17X_03_v3;Py17X_03_v3;Py17X_03_v3	564522;565439;568161;568410;568635;568852;569170	565271;567989;568288;568475;568745;569055;569439	-;-;-;-;-;-;-	4080	242	178	324	3210	3897	4002
PY17X_0314900	Py17X_03_v3;Py17X_03_v3;Py17X_03_v3;Py17X_03_v3	570567;570964;571133;571546	570831;571039;571324;571690	-;-;-;-	678	886	709	1021	120	180	120
PY17X_0315000	Py17X_03_v3	573896	574219	+	324	3492	2825	4362	3304	3552	4044
PY17X_0315100	Py17X_03_v3	574885	576375	-	1491	204	353	320	256	412	246
PY17X_0315200	Py17X_03_v3	578345	579337	+	993	5100	2596	3920	3912	3612	4789
PY17X_0315300	Py17X_03_v3;Py17X_03_v3;Py17X_03_v3;Py17X_03_v3	580589;581496;581678;581882	581349;581560;581743;582000	+;+;+;+	1011	34586	35338	37979	1139	1613	1499
PY17X_0315400	Py17X_03_v3	582379	584871	-	2493	4263	3811	4869	2277	2373	2350
PY17X_0315500	Py17X_03_v3;Py17X_03_v3;Py17X_03_v3;Py17X_03_v3	586784;587314;587473;588045	587067;587365;587922;588344	-;-;-;-	1086	158	185	312	62	35	44
PY17X_0315600	Py17X_03_v3	588935	590488	-	1554	615	339	554	239	273	266
PY17X_0315700	Py17X_03_v3;Py17X_03_v3	591404;591697	591538;591867	+;+	306	2295	1740	2233	148	203	162
PY17X_0315800	Py17X_03_v3	592962	598520	+	5559	844	853	880	12044	11195	10828
PY17X_0315900	Py17X_03_v3;Py17X_03_v3	599577;601171	600993;601187	-;-	1434	655	624	725	1502	2261	2129
PY17X_0316000	Py17X_03_v3	602265	602760	-	496	1947	1814	2112	435	355	495
PY17X_0316100	Py17X_03_v3	603308	603422	-	115	13	303	33	7	10	10
PY17X_0316200	Py17X_03_v3	603806	603885	-	80	6	5	4	19	16	28
PY17X_0316300	Py17X_03_v3;Py17X_03_v3	606599;606947	606602;607119	+;+	177	4913	4610	5126	4054	4257	4606
PY17X_0316400	Py17X_03_v3	607689	608069	-	381	294	310	540	612	592	931
PY17X_0316500	Py17X_03_v3;Py17X_03_v3	609425;609712	609581;609758	+;+	204	55282	55842	59729	201	181	237
PY17X_0316600	Py17X_03_v3;Py17X_03_v3	610382;611014	610857;611494	-;-	957	111	55	162	242	240	243
PY17X_0316700	Py17X_03_v3	612556	615222	-	2667	774	691	1042	132433	131774	152627
PY17X_0316800	Py17X_03_v3;Py17X_03_v3	618364;618788	618573;619324	+;+	747	1092	1130	1336	1824	1013	2096
PY17X_0316900	Py17X_03_v3;Py17X_03_v3	621171;621494	621287;625951	+;+	4575	10816	8950	14490	89338	75047	78321
PY17X_0317000	Py17X_03_v3;Py17X_03_v3	627864;628059	627938;628943	+;+	960	26	17	47	199	304	212
PY17X_0317100	Py17X_03_v3;Py17X_03_v3;Py17X_03_v3;Py17X_03_v3;Py17X_03_v3;Py17X_03_v3	630361;630493;630613;630785;631099;631402	630375;630610;630783;631096;631319;631506	+;+;+;+;+;+	942	0	0	0	3	10	7
PY17X_0317200	Py17X_03_v3;Py17X_03_v3;Py17X_03_v3;Py17X_03_v3;Py17X_03_v3;Py17X_03_v3	632044;632336;632653;632895;633059;633483	632148;632554;632762;632964;633311;633643	-;-;-;-;-;-	918	0	0	8	38	30	41
PY17X_0317300	Py17X_03_v3;Py17X_03_v3	635070;643467	643336;643524	-;-	8325	10	14	18	181	117	137
PY17X_0317400	Py17X_03_v3;Py17X_03_v3	647738;647975	647806;648478	+;+	573	3040	3079	3361	123	86	130
PY17X_0317500	Py17X_03_v3;Py17X_03_v3	651027;651221	651098;652153	+;+	1005	19692	13606	19840	5934	6585	6266
PY17X_0317600	Py17X_03_v3;Py17X_03_v3;Py17X_03_v3;Py17X_03_v3;Py17X_03_v3;Py17X_03_v3	654766;654994;655326;655596;655764;656174	654879;655230;655435;655665;655998;656304	-;-;-;-;-;-	897	2	0	3	4	20	2
PY17X_0317700	Py17X_03_v3;Py17X_03_v3	657387;657595	657431;657831	+;+	282	4	3	3	0	0	7
PY17X_0317800	Py17X_03_v3;Py17X_03_v3;Py17X_03_v3	660759;660911;661848	660773;661759;661913	+;+;+	930	0	0	0	8	0	16
PY17X_0317900	Py17X_03_v3;Py17X_03_v3	663805;664013	663849;664297	+;+	330	0	0	0	9	20	32
PY17X_0318000	Py17X_03_v3;Py17X_03_v3;Py17X_03_v3	667813;667970;675537	667830;675445;675644	+;+;+	7602	4	2	4	251	170	140
PY17X_0318100	Py17X_03_v3	681295	682671	-	1377	685	549	735	1435	1595	1761
PY17X_0318200	Py17X_03_v3;Py17X_03_v3;Py17X_03_v3	686774;686926;687772	686788;687681;687858	+;+;+	858	0	0	4	4	8	0
PY17X_0318300	Py17X_03_v3;Py17X_03_v3;Py17X_03_v3	690176;690319;691277	690190;691188;691342	+;+;+	951	49	27	59	45	15	26
PY17X_0318400	Py17X_03_v3;Py17X_03_v3	698236;698472	698304;699161	+;+	759	481	441	368	23	25	13
PY17X_0318500	Py17X_03_v3;Py17X_03_v3;Py17X_03_v3	701986;702109;702993	702000;702903;703079	+;+;+	897	52	14	62	195	130	245
PY17X_0318600	Py17X_03_v3;Py17X_03_v3;Py17X_03_v3	705588;705728;706693	705605;706606;706755	+;+;+	960	36	39	42	3	14	8
PY17X_0318700	Py17X_03_v3;Py17X_03_v3;Py17X_03_v3	709146;709282;710215	709160;710130;710280	+;+;+	930	0	0	0	0	6	0
PY17X_0318800	Py17X_03_v3;Py17X_03_v3;Py17X_03_v3	712846;712970;713865	712860;713749;713969	+;+;+	900	10	19	2	0	0	0
PY17X_0318900	Py17X_03_v3;Py17X_03_v3;Py17X_03_v3	716671;716793;717658	716685;717569;717744	+;+;+	879	7	1	1	12	26	30
PY17X_0319000	Py17X_03_v3;Py17X_03_v3;Py17X_03_v3	720119;720270;721136	720133;721049;721222	+;+;+	882	2	0	2	4	6	5
PY17X_0319100	Py17X_03_v3;Py17X_03_v3;Py17X_03_v3	723541;723681;724650	723555;724562;724736	+;+;+	984	0	2	0	0	0	0
PY17X_0319200	Py17X_03_v3;Py17X_03_v3;Py17X_03_v3	727440;727592;728485	727454;728395;728571	+;+;+	906	16	25	8	16	21	39
PY17X_0319300	Py17X_03_v3;Py17X_03_v3;Py17X_03_v3	730926;731081;732039	730940;731950;732101	+;+;+	948	1	9	4	2	2	4
PY17X_0319400	Py17X_03_v3;Py17X_03_v3;Py17X_03_v3	734618;734770;735715	734632;735630;735780	+;+;+	942	7	6	3	3	1	6
PY17X_0319501	Py17X_03_v3;Py17X_03_v3;Py17X_03_v3	738142;738295;739239	738156;739149;739304	+;+;+	936	11	15	4	0	12	8
PY17X_0319601	Py17X_03_v3;Py17X_03_v3;Py17X_03_v3	742381;742532;743536	742395;743446;743598	+;+;+	993	0	0	0	4	2	8
PY17X_0319701	Py17X_03_v3;Py17X_03_v3;Py17X_03_v3	746404;746527;747434	746418;747330;747520	+;+;+	906	90	141	60	101	165	164
PY17X_0319801	Py17X_03_v3;Py17X_03_v3;Py17X_03_v3	749949;750101;751017	749963;750931;751094	+;+;+	924	11	29	1	4	4	4
PY17X_0319901	Py17X_03_v3;Py17X_03_v3;Py17X_03_v3	753318;753452;754297	753332;754207;754383	+;+;+	858	7	8	0	0	0	0
PY17X_0320001	Py17X_03_v3;Py17X_03_v3;Py17X_03_v3;Py17X_03_v3	756698;756846;757321;757711	756712;757318;757627;757797	+;+;+;+	882	0	2	1	8	9	8
PY17X_0320101	Py17X_03_v3;Py17X_03_v3;Py17X_03_v3	760177;760288;761274	760191;761184;761336	+;+;+	975	44	61	44	6	7	0
PY17X_0320201	Py17X_03_v3;Py17X_03_v3;Py17X_03_v3	763800;763948;764785	763814;764694;764871	+;+;+	849	2	2	0	0	2	8
PY17X_0320301	Py17X_03_v3;Py17X_03_v3;Py17X_03_v3	767107;767259;768227	767121;768137;768289	+;+;+	957	0	4	2	0	4	6
PY17X_0320401	Py17X_03_v3;Py17X_03_v3;Py17X_03_v3	771014;771172;772054	771028;771966;772140	+;+;+	897	10	7	17	23	30	33
PY17X_0320501	Py17X_03_v3;Py17X_03_v3;Py17X_03_v3	774465;774601;775527	774479;775443;775592	+;+;+	924	0	6	0	2	0	0
PY17X_0320601	Py17X_03_v3;Py17X_03_v3;Py17X_03_v3	777915;778067;778875	777929;778786;778961	+;+;+	822	0	6	1	0	0	0
PY17X_0320701	Py17X_03_v3;Py17X_03_v3;Py17X_03_v3	781629;781752;782631	781643;782528;782717	+;+;+	879	104	145	59	28	31	42
PY17X_0320801	Py17X_03_v3;Py17X_03_v3;Py17X_03_v3	785211;785334;786216	785225;786131;786302	+;+;+	900	14	3	10	11	20	21
PY17X_0320901	Py17X_03_v3;Py17X_03_v3;Py17X_03_v3	788575;788697;789628	788589;789542;789690	+;+;+	924	10	21	3	8	25	11
PY17X_0321001	Py17X_03_v3;Py17X_03_v3	791845;792081	791913;792770	+;+	759	14	24	13	0	2	0
PY17X_0321101	Py17X_03_v3;Py17X_03_v3;Py17X_03_v3	795638;795786;796788	795652;796700;796850	+;+;+	993	0	0	0	0	0	0
PY17X_0321201	Py17X_03_v3;Py17X_03_v3;Py17X_03_v3	799588;799736;800656	799602;800551;800742	+;+;+	918	0	0	0	0	0	0
PY17X_0321301	Py17X_03_v3;Py17X_03_v3;Py17X_03_v3	803101;803248;804228	803115;804138;804290	+;+;+	969	0	0	0	0	0	0
PY17X_0321401	Py17X_03_v3;Py17X_03_v3;Py17X_03_v3	806763;806902;807736	806777;807645;807834	+;+;+	858	0	0	0	0	0	0
PY17X_0321501	Py17X_03_v3;Py17X_03_v3;Py17X_03_v3	809959;810110;810962	809973;810874;811027	+;+;+	846	0	0	0	0	0	0
PY17X_0321601	Py17X_03_v3;Py17X_03_v3;Py17X_03_v3	813815;813938;814831	813829;814741;814917	+;+;+	906	0	0	0	0	0	0
PY17X_0321701	Py17X_03_v3;Py17X_03_v3;Py17X_03_v3	817264;817384;818319	817278;818229;818384	+;+;+	927	0	0	0	0	0	0
PY17X_0321801	Py17X_03_v3;Py17X_03_v3;Py17X_03_v3	820688;820840;821818	820702;821727;821883	+;+;+	969	0	0	0	0	0	0
PY17X_0321901	Py17X_03_v3;Py17X_03_v3;Py17X_03_v3	824313;824464;825427	824327;825336;825492	+;+;+	954	0	0	0	0	0	0
PY17X_0322001	Py17X_03_v3;Py17X_03_v3;Py17X_03_v3	828552;828704;829611	828566;829522;829676	+;+;+	900	0	0	0	1	0	0
PY17X_0322101	Py17X_03_v3;Py17X_03_v3;Py17X_03_v3	832195;832330;833141	832209;833058;833206	+;+;+	810	0	0	0	4	0	0
PY17X_0322201	Py17X_03_v3;Py17X_03_v3;Py17X_03_v3	835452;835599;836490	835466;836384;836555	+;+;+	867	0	0	0	0	0	0
PY17X_0322301	Py17X_03_v3;Py17X_03_v3;Py17X_03_v3	839348;839471;840408	839362;840322;840494	+;+;+	954	0	0	0	0	0	0
PY17X_0322401	Py17X_03_v3;Py17X_03_v3;Py17X_03_v3	842814;842940;843872	842828;843782;843937	+;+;+	924	0	0	0	0	0	0
PY17X_0322501	Py17X_03_v3;Py17X_03_v3;Py17X_03_v3;Py17X_03_v3;Py17X_03_v3	845022;845392;845623;845789;846167	845300;845501;845692;846035;846321	-;-;-;-;-	861	3	1	0	0	0	0
PY17X_0322601	Py17X_03_v3;Py17X_03_v3;Py17X_03_v3	849337;849487;850355	849351;850266;850447	+;+;+	888	0	2	0	0	0	0
PY17X_0322701	Py17X_03_v3;Py17X_03_v3;Py17X_03_v3	853715;853837;855170	853729;855081;855634	+;+;+	1725	0	0	0	1	0	0
PY17X_0322801	Py17X_03_v3;Py17X_03_v3	860699;860932	860767;861618	+;+	756	0	0	0	0	0	0
PY17X_0322901	Py17X_03_v3;Py17X_03_v3;Py17X_03_v3;Py17X_03_v3;Py17X_03_v3;Py17X_03_v3	862861;863073;863342;863655;863813;864191	862884;863261;863451;863724;864056;864321	-;-;-;-;-;-	768	2	0	4	0	0	1
PY17X_0323001	Py17X_03_v3;Py17X_03_v3;Py17X_03_v3;Py17X_03_v3;Py17X_03_v3;Py17X_03_v3	865653;865793;866114;866344;866504;866871	865660;866033;866223;866413;866750;867007	-;-;-;-;-;-	813	13	4	7	0	0	0
PY17X_1000003	Py17X_10_v3;Py17X_10_v3;Py17X_10_v3;Py17X_10_v3;Py17X_10_v3;Py17X_10_v3	2310;2567;2904;3094;3288;3661	2446;2813;2973;3203;3503;3684	+;+;+;+;+;+	804	0	0	0	0	0	0
PY17X_1000005	Py17X_10_v3;Py17X_10_v3;Py17X_10_v3;Py17X_10_v3;Py17X_10_v3;Py17X_10_v3	5451;5742;6076;6267;6457;6830	5614;5985;6145;6376;6645;6853	+;+;+;+;+;+	801	0	0	0	0	0	0
PY17X_1000007	Py17X_10_v3;Py17X_10_v3;Py17X_10_v3	7863;8018;8998	7928;8860;9012	-;-;-	924	0	0	0	0	0	0
PY17X_1000011	Py17X_10_v3;Py17X_10_v3	11368;12216	12051;12284	-;-	753	0	0	0	0	0	0
PY17X_1000015	Py17X_10_v3;Py17X_10_v3;Py17X_10_v3	17566;18119;19480	18030;19372;19494	-;-;-	1734	0	0	0	0	0	0
PY17X_1000019	Py17X_10_v3;Py17X_10_v3;Py17X_10_v3	22726;22907;23823	22818;23686;23837	-;-;-	888	0	0	0	0	0	0
PY17X_1000023	Py17X_10_v3;Py17X_10_v3;Py17X_10_v3;Py17X_10_v3;Py17X_10_v3;Py17X_10_v3	26952;27288;27631;27853;28047;28410	27154;27534;27700;27962;28280;28433	+;+;+;+;+;+	888	4	2	0	0	3	0
PY17X_1000025	Py17X_10_v3;Py17X_10_v3;Py17X_10_v3;Py17X_10_v3;Py17X_10_v3;Py17X_10_v3	29379;29675;29987;30201;30404;30754	29509;29897;30056;30310;30622;30849	+;+;+;+;+;+	849	0	0	0	0	0	0
PY17X_1000027	Py17X_10_v3;Py17X_10_v3;Py17X_10_v3	31984;32139;33115	32049;32978;33129	-;-;-	921	0	0	0	0	0	0
PY17X_1000031	Py17X_10_v3;Py17X_10_v3;Py17X_10_v3	35456;35630;36551	35542;36442;36565	-;-;-	915	0	0	0	0	0	0
PY17X_1000035	Py17X_10_v3;Py17X_10_v3;Py17X_10_v3	39376;39553;40427	39462;40290;40441	-;-;-	840	0	0	0	0	0	0
PY17X_1000039	Py17X_10_v3;Py17X_10_v3;Py17X_10_v3	42665;42842;43724	42751;43591;43738	-;-;-	852	0	0	0	0	0	0
PY17X_1000043	Py17X_10_v3;Py17X_10_v3;Py17X_10_v3	46132;46287;47258	46197;47126;47272	-;-;-	921	0	0	0	0	0	0
PY17X_1000045	Py17X_10_v3;Py17X_10_v3;Py17X_10_v3	49612;49787;50680	49698;50542;50694	-;-;-	858	0	0	0	0	0	0
PY17X_1000047	Py17X_10_v3;Py17X_10_v3;Py17X_10_v3	53245;53418;54309	53331;54200;54323	-;-;-	885	0	0	0	0	4	0
PY17X_1000051	Py17X_10_v3;Py17X_10_v3;Py17X_10_v3	56947;57124;57990	57033;57861;58004	-;-;-	840	0	0	0	0	0	0
PY17X_1000055	Py17X_10_v3;Py17X_10_v3;Py17X_10_v3	60237;60426;61327	60335;61187;61341	-;-;-	876	0	2	0	0	0	0
PY17X_1000059	Py17X_10_v3;Py17X_10_v3;Py17X_10_v3	63667;63841;64806	63753;64668;64820	-;-;-	930	0	0	0	0	0	0
PY17X_1000063	Py17X_10_v3;Py17X_10_v3;Py17X_10_v3	67527;67678;68537	67592;68418;68551	-;-;-	822	0	0	0	0	0	0
PY17X_1000065	Py17X_10_v3;Py17X_10_v3;Py17X_10_v3	70968;71144;72028	71054;71908;72042	-;-;-	867	0	0	2	0	4	2
PY17X_1000067	Py17X_10_v3;Py17X_10_v3;Py17X_10_v3	74402;74577;75516	74488;75407;75530	-;-;-	933	21	6	25	5	11	5
PY17X_1000071	Py17X_10_v3;Py17X_10_v3;Py17X_10_v3	78210;78365;79205	78275;79111;79219	-;-;-	828	13	14	5	1	0	0
PY17X_1000075	Py17X_10_v3;Py17X_10_v3;Py17X_10_v3	81527;81703;82644	81613;82506;82658	-;-;-	906	0	0	0	0	0	0
PY17X_1000079	Py17X_10_v3;Py17X_10_v3;Py17X_10_v3	85179;85335;86330	85244;86192;86344	-;-;-	939	0	0	0	0	0	0
PY17X_1000083	Py17X_10_v3;Py17X_10_v3;Py17X_10_v3	88555;88732;89642	88641;89508;89656	-;-;-	879	0	0	0	0	0	2
PY17X_1000085	Py17X_10_v3;Py17X_10_v3;Py17X_10_v3	92092;92245;93255	92157;93117;93269	-;-;-	954	4	2	0	2	0	0
PY17X_1000087	Py17X_10_v3;Py17X_10_v3;Py17X_10_v3	95518;95704;96586	95613;96456;96600	-;-;-	864	0	2	0	1	0	0
PY17X_1000091	Py17X_10_v3;Py17X_10_v3;Py17X_10_v3	98870;99021;99876	98935;99755;99890	-;-;-	816	15	29	4	0	2	0
PY17X_1000093	Py17X_10_v3;Py17X_10_v3;Py17X_10_v3	102180;102353;103271	102266;103135;103285	-;-;-	885	22	17	39	1	0	2
PY17X_1000097	Py17X_10_v3;Py17X_10_v3;Py17X_10_v3	105676;105849;106741	105762;106631;106755	-;-;-	885	88	38	49	23	16	29
PY17X_1000100	Py17X_10_v3;Py17X_10_v3;Py17X_10_v3	109672;109836;110837	109734;110702;110851	-;-;-	945	0	0	0	14	13	2
PY17X_1000200	Py17X_10_v3;Py17X_10_v3;Py17X_10_v3	113109;113259;114127	113174;114008;114141	-;-;-	831	2	0	0	4	1	4
PY17X_1000300	Py17X_10_v3;Py17X_10_v3;Py17X_10_v3	116595;116747;117711	116657;117580;117725	-;-;-	912	0	0	2	16	12	25
PY17X_1000400	Py17X_10_v3;Py17X_10_v3;Py17X_10_v3	120083;120230;121220	120145;121099;121234	-;-;-	948	2	6	0	15	9	15
PY17X_1000500	Py17X_10_v3;Py17X_10_v3;Py17X_10_v3	123604;123780;124683	123690;124574;124697	-;-;-	897	76	69	142	84	83	94
PY17X_1000600	Py17X_10_v3;Py17X_10_v3;Py17X_10_v3	127554;127727;128728	127637;128590;128742	-;-;-	963	1	0	0	0	0	0
PY17X_1000700	Py17X_10_v3;Py17X_10_v3	131316;132177	131999;132245	-;-	753	10	1	8	21	19	14
PY17X_1000800	Py17X_10_v3	133687	134109	+	423	17	10	13	44	69	57
PY17X_1000900	Py17X_10_v3;Py17X_10_v3;Py17X_10_v3	135291;135493;137496	135398;137355;137513	-;-;-	1989	10	8	27	37	49	55
PY17X_1001000	Py17X_10_v3	141659	142954	+	1296	2668	2590	2914	58	56	58
PY17X_1001100	Py17X_10_v3;Py17X_10_v3;Py17X_10_v3;Py17X_10_v3;Py17X_10_v3;Py17X_10_v3	145341;145527;145851;146121;146286;146658	145382;145757;145954;146190;146523;146800	-;-;-;-;-;-	828	825	574	740	20	16	36
PY17X_1001200	Py17X_10_v3;Py17X_10_v3;Py17X_10_v3	150445;150640;151608	150501;151518;151694	+;+;+	1023	2	1	0	0	4	0
PY17X_1001300	Py17X_10_v3;Py17X_10_v3	154034;154245	154087;154634	+;+	444	3	8	4	78	57	133
PY17X_1001400	Py17X_10_v3	155924	158233	-	2310	1386	1315	1574	11918	11745	14846
PY17X_1001500	Py17X_10_v3;Py17X_10_v3	161046;162151	161984;162237	-;-	1026	245	174	158	46	30	44
