# Program:featureCounts v2.0.3; Command:"featureCounts" "-p" "-O" "-T" "8" "-a" "/cluster/facility/jyuan/ximo/Rbpm1/Pb_2017/reference/PlasmoDB-62_PbergheiANKA.gtf" "-o" "/cluster/facility/jyuan/ximo/Rbpm1/Pb_2017/featurecounts/pb_2017_final_counts_output.txt" "/cluster/facility/jyuan/ximo/Rbpm1/Pb_2017/map/pb_f_1_trimmed.bam.sort.bam" "/cluster/facility/jyuan/ximo/Rbpm1/Pb_2017/map/pb_f_2_trimmed.bam.sort.bam" "/cluster/facility/jyuan/ximo/Rbpm1/Pb_2017/map/pb_f_3_trimmed.bam.sort.bam" "/cluster/facility/jyuan/ximo/Rbpm1/Pb_2017/map/pb_m_1_trimmed.bam.sort.bam" "/cluster/facility/jyuan/ximo/Rbpm1/Pb_2017/map/pb_m_2_trimmed.bam.sort.bam" "/cluster/facility/jyuan/ximo/Rbpm1/Pb_2017/map/pb_m_3_trimmed.bam.sort.bam" 
Geneid	Chr	Start	End	Strand	Length	/cluster/facility/jyuan/ximo/Rbpm1/Pb_2017/map/pb_f_1_trimmed.bam.sort.bam	/cluster/facility/jyuan/ximo/Rbpm1/Pb_2017/map/pb_f_2_trimmed.bam.sort.bam	/cluster/facility/jyuan/ximo/Rbpm1/Pb_2017/map/pb_f_3_trimmed.bam.sort.bam	/cluster/facility/jyuan/ximo/Rbpm1/Pb_2017/map/pb_m_1_trimmed.bam.sort.bam	/cluster/facility/jyuan/ximo/Rbpm1/Pb_2017/map/pb_m_2_trimmed.bam.sort.bam	/cluster/facility/jyuan/ximo/Rbpm1/Pb_2017/map/pb_m_3_trimmed.bam.sort.bam
PBANKA_1431000	PbANKA_14_v3	1180941	1181798	+	858	353	268	192	721	785	390
PBANKA_1431050	PbANKA_14_v3;PbANKA_14_v3;PbANKA_14_v3	1182358;1182645;1183028	1182534;1182773;1183030	-;-;-	309	3299	2959	2237	2820	3226	1784
PBANKA_1431100	PbANKA_14_v3	1184302	1185954	-	1653	3525	3163	3396	7227	7359	7522
PBANKA_1431200	PbANKA_14_v3;PbANKA_14_v3;PbANKA_14_v3	1186953;1187501;1187770	1187003;1187599;1187820	-;-;-	201	15	16	28	1131	915	1317
PBANKA_1431300	PbANKA_14_v3	1188308	1188718	+	411	856	904	759	5232	5945	6602
PBANKA_1431400	PbANKA_14_v3	1188905	1192273	-	3369	33	25	27	22105	19549	27567
PBANKA_1431500	PbANKA_14_v3	1193252	1194331	+	1080	46	23	41	39141	35241	47601
PBANKA_1431600	PbANKA_14_v3	1195800	1197578	+	1779	1131	899	979	3124	1983	1657
PBANKA_1431700	PbANKA_14_v3	1199186	1200892	+	1707	584	440	378	954	837	454
PBANKA_1431800	PbANKA_14_v3	1201741	1202604	+	864	302	334	358	780	612	451
PBANKA_1431900	PbANKA_14_v3;PbANKA_14_v3;PbANKA_14_v3;PbANKA_14_v3;PbANKA_14_v3	1203167;1203503;1204148;1204419;1204900	1203214;1203961;1204279;1204721;1205064	+;+;+;+;+	1107	722	673	484	3735	4004	3672
PBANKA_1432000	PbANKA_14_v3	1205780	1206202	-	423	690	747	550	1370	1617	1154
PBANKA_1432100	PbANKA_14_v3	1207901	1210099	+	2199	382	382	390	2243	1383	1810
PBANKA_1432200	PbANKA_14_v3	1211307	1211951	-	645	27836	24267	28384	41452	47808	67681
PBANKA_1432300	PbANKA_14_v3	1213273	1213830	-	558	3339	2524	2705	2768	1772	2267
PBANKA_1432400	PbANKA_14_v3	1215984	1218983	+	3000	4162	3644	4460	33637	30414	48593
PBANKA_1432451	PbANKA_14_v3	1219477	1219548	+	72	4	1	5	4	1	4
PBANKA_1432500	PbANKA_14_v3	1222104	1224692	+	2589	996	1012	747	4338	4165	3395
PBANKA_1432600	PbANKA_14_v3	1225670	1226092	-	423	520	433	458	149	167	69
PBANKA_1432700	PbANKA_14_v3;PbANKA_14_v3;PbANKA_14_v3;PbANKA_14_v3;PbANKA_14_v3;PbANKA_14_v3;PbANKA_14_v3;PbANKA_14_v3	1226809;1227087;1227282;1227554;1227770;1227946;1228229;1228392	1226911;1227146;1227414;1227604;1227856;1228114;1228260;1228743	-;-;-;-;-;-;-;-	987	1349	1178	1502	288	293	161
PBANKA_1432800	PbANKA_14_v3	1229908	1232901	+	2994	960	1029	857	1762	1941	1180
PBANKA_1432900	PbANKA_14_v3	1234122	1236689	+	2568	2984	2904	3144	1405	1449	1280
PBANKA_1433000	PbANKA_14_v3	1237079	1239538	-	2460	3499	2791	3346	10930	8589	11272
PBANKA_1433100	PbANKA_14_v3	1243088	1243723	+	636	1223	1096	882	3751	3694	2817
PBANKA_1433200	PbANKA_14_v3	1245208	1245894	+	687	314	288	231	2098	1951	2531
PBANKA_1433300	PbANKA_14_v3	1246161	1247507	-	1347	1100	1073	1132	816	880	526
PBANKA_1433400	PbANKA_14_v3	1247676	1247918	-	243	233	230	265	196	211	114
PBANKA_1433500	PbANKA_14_v3;PbANKA_14_v3;PbANKA_14_v3	1249205;1249470;1249689	1249257;1249561;1250776	+;+;+	1233	1218	1075	1275	774	752	461
PBANKA_1433600	PbANKA_14_v3	1252144	1253190	+	1047	329	309	312	139	145	57
PBANKA_1433700	PbANKA_14_v3;PbANKA_14_v3;PbANKA_14_v3;PbANKA_14_v3;PbANKA_14_v3	1254662;1255617;1255885;1256155;1256334	1255538;1255799;1256028;1256230;1256388	+;+;+;+;+	1335	3084	2803	2869	310	345	208
PBANKA_1433800	PbANKA_14_v3;PbANKA_14_v3;PbANKA_14_v3	1256941;1257117;1257374	1256991;1257204;1263363	-;-;-	6129	1504	1450	1194	4086	3707	3240
PBANKA_1433900	PbANKA_14_v3	1264768	1266570	+	1803	540	584	661	921	705	825
PBANKA_1434000	PbANKA_14_v3;PbANKA_14_v3;PbANKA_14_v3;PbANKA_14_v3;PbANKA_14_v3;PbANKA_14_v3;PbANKA_14_v3;PbANKA_14_v3;PbANKA_14_v3;PbANKA_14_v3	1267698;1267909;1268104;1268345;1268482;1268729;1268893;1269100;1269371;1269661	1267790;1267979;1268214;1268386;1268615;1268790;1268930;1269225;1269443;1270350	-;-;-;-;-;-;-;-;-;-	1440	1004	806	834	2054	1891	2078
PBANKA_1434100	PbANKA_14_v3;PbANKA_14_v3;PbANKA_14_v3;PbANKA_14_v3;PbANKA_14_v3	1272151;1272289;1272520;1272818;1275474	1272167;1272367;1272671;1275349;1276119	-;-;-;-;-	3426	2278	2112	2043	6719	6312	6751
PBANKA_1434200	PbANKA_14_v3;PbANKA_14_v3;PbANKA_14_v3;PbANKA_14_v3;PbANKA_14_v3;PbANKA_14_v3;PbANKA_14_v3	1277637;1277848;1278095;1278313;1278518;1278945;1280349	1277681;1277974;1278197;1278402;1278637;1280105;1280469	-;-;-;-;-;-;-	1767	1270	1326	889	7267	7840	8096
PBANKA_1434300	PbANKA_14_v3	1281442	1283016	-	1575	444	361	558	4399	3666	6608
PBANKA_1434400	PbANKA_14_v3;PbANKA_14_v3;PbANKA_14_v3;PbANKA_14_v3;PbANKA_14_v3;PbANKA_14_v3;PbANKA_14_v3;PbANKA_14_v3	1283739;1284192;1284367;1284599;1284786;1284922;1285099;1285496	1284112;1284260;1284426;1284647;1284842;1284964;1285324;1285670	-;-;-;-;-;-;-;-	1053	8945	7138	8320	2142	1761	1966
PBANKA_1434500	PbANKA_14_v3	1286701	1288959	-	2259	683	591	654	641	531	371
PBANKA_1434600	PbANKA_14_v3	1292289	1300325	+	8037	21870	25458	25479	848	1187	529
PBANKA_1434700	PbANKA_14_v3	1303281	1309241	+	5961	4016	3679	3852	6697	6794	5729
PBANKA_1434800	PbANKA_14_v3;PbANKA_14_v3;PbANKA_14_v3;PbANKA_14_v3	1310147;1310348;1310506;1314966	1310239;1310416;1314862;1314994	-;-;-;-	4548	10503	8761	10594	8462	4742	7397
PBANKA_1434900	PbANKA_14_v3	1316771	1317343	-	573	2074	1717	2027	1077	1058	1008
PBANKA_1435000	PbANKA_14_v3	1319004	1319165	+	162	108	95	125	176	80	154
PBANKA_1435100	PbANKA_14_v3	1320270	1320953	+	684	730	702	592	3800	3803	3912
PBANKA_1435200	PbANKA_14_v3	1322038	1323480	-	1443	6047	4772	5902	445	726	396
PBANKA_1435300	PbANKA_14_v3	1325840	1327720	+	1881	1199	971	913	1233	1182	794
PBANKA_1435400	PbANKA_14_v3;PbANKA_14_v3;PbANKA_14_v3	1328312;1328482;1333283	1328322;1333140;1335005	-;-;-	6393	829	768	785	1149	848	950
PBANKA_1435500	PbANKA_14_v3;PbANKA_14_v3;PbANKA_14_v3;PbANKA_14_v3;PbANKA_14_v3	1335878;1336422;1343291;1343753;1343995	1336146;1343034;1343639;1343856;1344036	+;+;+;+;+	7377	1091	1019	1087	4584	3201	4146
PBANKA_1435600	PbANKA_14_v3	1344577	1345989	+	1413	238	239	221	346	406	152
PBANKA_1435700	PbANKA_14_v3	1346343	1347359	-	1017	948	881	770	856	904	353
PBANKA_1435800	PbANKA_14_v3;PbANKA_14_v3;PbANKA_14_v3;PbANKA_14_v3	1348126;1348649;1349095;1349454	1348342;1349000;1349344;1349627	+;+;+;+	993	1231	1095	1034	757	704	367
PBANKA_1435900	PbANKA_14_v3;PbANKA_14_v3;PbANKA_14_v3;PbANKA_14_v3;PbANKA_14_v3;PbANKA_14_v3	1350312;1350824;1351045;1351370;1351877;1352221	1350591;1350919;1351160;1351438;1351980;1353673	-;-;-;-;-;-	2118	144	126	203	57	57	72
PBANKA_1436100	PbANKA_14_v3	1356173	1357018	-	846	611	563	500	1248	1323	1299
PBANKA_1436200	PbANKA_14_v3;PbANKA_14_v3	1361366;1361494	1361384;1367456	-;-	5982	2998	2919	3133	8668	6596	9823
PBANKA_1436300	PbANKA_14_v3;PbANKA_14_v3;PbANKA_14_v3;PbANKA_14_v3;PbANKA_14_v3;PbANKA_14_v3;PbANKA_14_v3;PbANKA_14_v3;PbANKA_14_v3;PbANKA_14_v3	1370499;1370926;1371165;1371291;1371459;1371788;1372016;1372290;1372545;1372727	1370604;1371011;1371204;1371328;1371637;1371882;1372083;1372361;1372604;1372762	+;+;+;+;+;+;+;+;+;+	780	16695	15287	15812	946	1100	701
PBANKA_1436400	PbANKA_14_v3;PbANKA_14_v3;PbANKA_14_v3;PbANKA_14_v3	1373645;1373931;1374194;1374477	1373672;1374046;1374294;1374537	+;+;+;+	306	3403	3350	3133	417	559	252
PBANKA_1436500	PbANKA_14_v3;PbANKA_14_v3;PbANKA_14_v3;PbANKA_14_v3;PbANKA_14_v3;PbANKA_14_v3;PbANKA_14_v3;PbANKA_14_v3;PbANKA_14_v3	1374833;1375658;1375889;1376088;1376406;1376566;1377436;1377709;1377934	1375526;1375728;1375962;1376221;1376481;1377253;1377515;1377802;1378155	-;-;-;-;-;-;-;-;-	2133	15705	15520	16429	1328	1664	1301
PBANKA_1436600	PbANKA_14_v3	1380796	1382334	+	1539	207013	194380	204982	4392	6347	4162
PBANKA_1436700	PbANKA_14_v3	1383321	1385780	+	2460	452	534	490	775	854	496
PBANKA_1436800	PbANKA_14_v3	1386678	1388015	+	1338	521	551	569	716	653	386
PBANKA_1436900	PbANKA_14_v3;PbANKA_14_v3	1388941;1391356	1391243;1391434	+;+	2382	702	646	583	1084	858	791
PBANKA_1437000	PbANKA_14_v3	1391980	1394172	+	2193	1627	1477	1430	1530	1407	726
PBANKA_1437100	PbANKA_14_v3	1394889	1396985	-	2097	1052	979	871	3565	3096	2680
PBANKA_1437200	PbANKA_14_v3	1399132	1400658	-	1527	3065	2803	2955	1563	1400	717
PBANKA_1437250	PbANKA_14_v3	1402034	1402175	-	142	0	0	1	2	0	3
PBANKA_1437300	PbANKA_14_v3	1403252	1405678	-	2427	12730	10338	10818	20912	16338	14846
PBANKA_1437400	PbANKA_14_v3;PbANKA_14_v3;PbANKA_14_v3;PbANKA_14_v3;PbANKA_14_v3;PbANKA_14_v3;PbANKA_14_v3	1408104;1408472;1408668;1408842;1409012;1409347;1410086	1408348;1408538;1408719;1408918;1409097;1409445;1410203	-;-;-;-;-;-;-	744	1693	1566	1285	2849	2900	2187
PBANKA_1437500	PbANKA_14_v3	1416412	1423431	+	7020	775	715	730	9628	8497	11328
PBANKA_1437600	PbANKA_14_v3	1425602	1426156	+	555	121487	117457	105177	5789	7286	6250
PBANKA_1437700	PbANKA_14_v3;PbANKA_14_v3;PbANKA_14_v3;PbANKA_14_v3;PbANKA_14_v3;PbANKA_14_v3;PbANKA_14_v3	1427048;1427323;1427447;1427778;1428186;1428364;1428583	1427188;1427373;1427560;1427980;1428270;1428429;1428708	-;-;-;-;-;-;-	786	80970	78396	76581	1352	2392	844
PBANKA_1437800	PbANKA_14_v3;PbANKA_14_v3	1429853;1431611	1431201;1431683	+;+	1422	1385	1386	1272	1702	1787	1517
PBANKA_1437900	PbANKA_14_v3;PbANKA_14_v3;PbANKA_14_v3;PbANKA_14_v3	1431837;1432092;1432506;1432704	1431878;1432279;1432554;1432826	-;-;-;-	402	1018	1053	1002	1661	1857	1194
PBANKA_1438000	PbANKA_14_v3;PbANKA_14_v3;PbANKA_14_v3	1434377;1435463;1436289	1435374;1435755;1436308	-;-;-	1311	4001	3263	3546	14633	12475	18311
PBANKA_1438100	PbANKA_14_v3	1438777	1440144	+	1368	2978	2565	2666	3961	2924	3759
PBANKA_1438200	PbANKA_14_v3	1441210	1444719	-	3510	1469	1453	1453	1484	1241	936
PBANKA_1438300	PbANKA_14_v3;PbANKA_14_v3;PbANKA_14_v3;PbANKA_14_v3;PbANKA_14_v3;PbANKA_14_v3	1446488;1450206;1450649;1451146;1451454;1451722	1450120;1450508;1451002;1451328;1451578;1451935	+;+;+;+;+;+	4812	4390	4526	3902	9643	9408	7192
PBANKA_1438400	PbANKA_14_v3;PbANKA_14_v3;PbANKA_14_v3;PbANKA_14_v3	1452049;1452238;1452440;1452654	1452087;1452317;1452554;1464962	-;-;-;-	12543	3802	4860	3516	8579	9703	8429
PBANKA_1438500	PbANKA_14_v3;PbANKA_14_v3	1466234;1470623	1470392;1471149	-;-	4686	436	378	371	1204	752	816
PBANKA_1438600	PbANKA_14_v3;PbANKA_14_v3	1472238;1473049	1472939;1473168	+;+	822	989	702	641	2055	1877	1407
PBANKA_1438700	PbANKA_14_v3	1474256	1475188	+	933	185	148	144	361	416	148
PBANKA_1438800	PbANKA_14_v3	1475643	1476341	-	699	956	1003	721	758	908	413
PBANKA_1438900	PbANKA_14_v3	1477219	1478100	+	882	757	717	645	467	566	277
PBANKA_1439000	PbANKA_14_v3;PbANKA_14_v3;PbANKA_14_v3;PbANKA_14_v3	1478971;1479170;1479517;1479803	1479077;1479352;1479682;1479922	-;-;-;-	576	969	811	741	1249	1165	1182
PBANKA_1439100	PbANKA_14_v3;PbANKA_14_v3;PbANKA_14_v3;PbANKA_14_v3;PbANKA_14_v3	1482939;1485197;1485456;1485682;1485909	1485044;1485367;1485563;1485728;1485969	+;+;+;+;+	2493	75191	80084	83097	1503	2180	690
PBANKA_1439200	PbANKA_14_v3	1488319	1490823	+	2505	57384	56655	43024	89914	83947	59634
PBANKA_1439300	PbANKA_14_v3;PbANKA_14_v3	1492767;1493880	1493722;1494579	+;+	1656	5503	4945	5153	2105	2270	2244
PBANKA_1439400	PbANKA_14_v3;PbANKA_14_v3	1496161;1496675	1496418;1497223	+;+	807	3019	3070	2634	14674	14872	17037
PBANKA_1439500	PbANKA_14_v3;PbANKA_14_v3;PbANKA_14_v3;PbANKA_14_v3;PbANKA_14_v3	1498128;1498336;1498527;1498697;1499136	1498244;1498444;1498613;1498976;1499247	-;-;-;-;-	705	605	561	534	244	347	160
PBANKA_1439600	PbANKA_14_v3	1500673	1504227	-	3555	682	649	857	3533	2884	4295
PBANKA_1439700	PbANKA_14_v3	1505369	1506322	+	954	865	771	783	1956	1677	2337
PBANKA_1439800	PbANKA_14_v3;PbANKA_14_v3	1506882;1507337	1507155;1507392	-;-	330	571	483	457	1493	1383	1405
PBANKA_1439900	PbANKA_14_v3;PbANKA_14_v3;PbANKA_14_v3	1508023;1508214;1509805	1508116;1509705;1512949	-;-;-	4731	324	304	303	983	634	856
PBANKA_1440000	PbANKA_14_v3;PbANKA_14_v3;PbANKA_14_v3;PbANKA_14_v3	1513615;1514096;1515123;1518719	1513877;1514990;1518634;1518806	+;+;+;+	4758	471	483	445	1781	1269	1553
PBANKA_1440100	PbANKA_14_v3;PbANKA_14_v3	1519085;1519314	1519123;1521797	-;-	2523	777	850	705	4459	4035	3527
PBANKA_1440200	PbANKA_14_v3;PbANKA_14_v3	1523271;1524063	1523899;1524309	+;+	876	345	367	312	758	852	659
PBANKA_1440300	PbANKA_14_v3	1524888	1525463	-	576	219	180	171	388	481	201
PBANKA_1440400	PbANKA_14_v3;PbANKA_14_v3	1526132;1527389	1527165;1527635	+;+	1281	159	122	143	341	248	191
PBANKA_1440500	PbANKA_14_v3;PbANKA_14_v3;PbANKA_14_v3;PbANKA_14_v3;PbANKA_14_v3	1528000;1528229;1528444;1528758;1528977	1528082;1528283;1528601;1528886;1530933	-;-;-;-;-	2382	542	530	256	2237	2261	1408
PBANKA_1440600	PbANKA_14_v3	1531977	1536113	-	4137	948	924	1046	1576	1392	1071
PBANKA_1440700	PbANKA_14_v3;PbANKA_14_v3;PbANKA_14_v3	1538226;1538415;1541608	1538246;1541484;1541879	+;+;+	3363	2560	2619	2610	7889	7256	7864
PBANKA_1440800	PbANKA_14_v3	1542487	1544556	-	2070	383	379	344	1244	924	878
PBANKA_1440900	PbANKA_14_v3;PbANKA_14_v3	1546718;1547223	1547005;1549286	-;-	2352	399	310	346	1540	1253	1420
PBANKA_1441000	PbANKA_14_v3	1551336	1552091	+	756	1108	939	1166	89	87	44
PBANKA_1441100	PbANKA_14_v3	1554212	1555078	+	867	3957	3676	3016	14526	15714	18838
PBANKA_1441200	PbANKA_14_v3;PbANKA_14_v3;PbANKA_14_v3;PbANKA_14_v3;PbANKA_14_v3	1555353;1555619;1555755;1557006;1558183	1555391;1555664;1556839;1558040;1558392	-;-;-;-;-	2415	651	651	581	2653	2320	2791
PBANKA_1441300	PbANKA_14_v3	1559571	1563458	+	3888	691	720	727	2045	1482	1676
PBANKA_1441400	PbANKA_14_v3;PbANKA_14_v3	1564215;1564938	1564830;1565116	-;-	795	1705	1298	1487	8793	7971	11166
PBANKA_1441500	PbANKA_14_v3	1567617	1569461	+	1845	618	561	527	1179	1085	691
PBANKA_1441600	PbANKA_14_v3;PbANKA_14_v3;PbANKA_14_v3;PbANKA_14_v3;PbANKA_14_v3;PbANKA_14_v3	1571105;1571454;1572332;1572565;1572772;1572935	1571185;1572185;1572445;1572665;1572826;1573006	+;+;+;+;+;+	1155	1226	1039	1114	4077	4329	5594
PBANKA_1441700	PbANKA_14_v3	1574133	1575509	-	1377	928	794	422	3397	3460	3169
PBANKA_1441800	PbANKA_14_v3	1577221	1577697	-	477	525	602	588	2499	2538	2926
PBANKA_1441900	PbANKA_14_v3	1578558	1580705	-	2148	5109	4452	4851	3233	2929	1939
PBANKA_1442000	PbANKA_14_v3;PbANKA_14_v3	1582805;1588718	1588585;1588747	+;+	5811	361	288	329	625	473	425
PBANKA_1442100	PbANKA_14_v3	1589683	1593174	+	3492	659	561	539	1294	1026	1212
PBANKA_1442200	PbANKA_14_v3;PbANKA_14_v3	1598986;1605707	1605705;1615105	-;-	16119	12343	15120	12688	123253	123371	169954
PBANKA_1442300	PbANKA_14_v3	1618589	1621048	+	2460	704	574	557	18544	16556	25589
PBANKA_1442400	PbANKA_14_v3;PbANKA_14_v3;PbANKA_14_v3	1622032;1623053;1624214	1622811;1624041;1624802	-;-;-	2358	245	178	191	1596	1475	1595
PBANKA_1442500	PbANKA_14_v3	1626903	1630112	-	3210	799	734	706	1186	1121	636
PBANKA_1442600	PbANKA_14_v3	1631032	1632564	+	1533	5450	5090	5593	716	707	341
PBANKA_1442700	PbANKA_14_v3	1632995	1633438	+	444	199	193	191	369	253	295
PBANKA_1442800	PbANKA_14_v3;PbANKA_14_v3;PbANKA_14_v3	1633585;1634351;1634922	1634138;1634783;1635194	-;-;-	1260	174	165	159	1680	1680	2431
PBANKA_1442900	PbANKA_14_v3	1636165	1638480	+	2316	169	161	153	1017	828	896
PBANKA_1443000	PbANKA_14_v3;PbANKA_14_v3	1640245;1642893	1642769;1643115	+;+	2748	1444	1176	1291	32422	26305	42428
PBANKA_1443100	PbANKA_14_v3;PbANKA_14_v3	1644641;1644796	1644655;1648068	+;+	3288	588	439	430	1332	1181	603
PBANKA_1443200	PbANKA_14_v3;PbANKA_14_v3;PbANKA_14_v3	1649368;1649558;1649825	1649396;1649648;1650913	+;+;+	1209	1311	1157	1180	1340	1338	552
PBANKA_1443300	PbANKA_14_v3	1651294	1653150	-	1857	1718	1775	619	6889	9900	3189
PBANKA_1443400	PbANKA_14_v3;PbANKA_14_v3	1656169;1659160	1659010;1659377	+;+	3060	422	350	247	1061	1061	480
PBANKA_1443500	PbANKA_14_v3	1659517	1666929	-	7413	2179	2528	1927	4298	4972	3216
PBANKA_1443600	PbANKA_14_v3	1668537	1673051	-	4515	273	283	326	818	527	618
PBANKA_1443700	PbANKA_14_v3;PbANKA_14_v3;PbANKA_14_v3;PbANKA_14_v3;PbANKA_14_v3;PbANKA_14_v3;PbANKA_14_v3;PbANKA_14_v3;PbANKA_14_v3;PbANKA_14_v3;PbANKA_14_v3;PbANKA_14_v3;PbANKA_14_v3;PbANKA_14_v3;PbANKA_14_v3;PbANKA_14_v3;PbANKA_14_v3;PbANKA_14_v3;PbANKA_14_v3;PbANKA_14_v3;PbANKA_14_v3	1674349;1674714;1674987;1675168;1675297;1675468;1675740;1676034;1676248;1676666;1676879;1677113;1677328;1677548;1677711;1677994;1678195;1678378;1678538;1678795;1678987	1674594;1674871;1675074;1675215;1675356;1675608;1675937;1676097;1676470;1676729;1676983;1677238;1677396;1677568;1677869;1678078;1678266;1678454;1678669;1678862;1679065	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	2283	9268	8970	9246	6722	6501	6363
PBANKA_1443800	PbANKA_14_v3	1679510	1685317	-	5808	976	1040	911	4273	3741	4224
PBANKA_1443900	PbANKA_14_v3	1689898	1692087	+	2190	1593	1625	1776	5544	4857	6370
PBANKA_1444000	PbANKA_14_v3;PbANKA_14_v3	1693176;1693403	1693254;1693674	+;+	351	2339	2052	1184	5187	5121	2745
PBANKA_1444100	PbANKA_14_v3;PbANKA_14_v3	1695399;1695571	1695485;1697112	+;+	1629	2628	2315	1466	7941	7124	5034
PBANKA_1444200	PbANKA_14_v3	1697517	1700084	-	2568	4770	4690	4686	918	1036	506
PBANKA_1444300	PbANKA_14_v3;PbANKA_14_v3;PbANKA_14_v3	1700523;1700707;1700916	1700585;1700799;1701008	+;+;+	249	944	824	915	227	248	115
PBANKA_1444400	PbANKA_14_v3	1701164	1703059	+	1896	801	740	899	204	206	118
PBANKA_1444500	PbANKA_14_v3;PbANKA_14_v3;PbANKA_14_v3;PbANKA_14_v3	1703136;1703350;1703563;1708808	1703222;1703416;1708621;1709051	-;-;-;-	5457	2121	2059	2385	695	521	349
PBANKA_1444600	PbANKA_14_v3;PbANKA_14_v3;PbANKA_14_v3;PbANKA_14_v3;PbANKA_14_v3;PbANKA_14_v3;PbANKA_14_v3;PbANKA_14_v3;PbANKA_14_v3;PbANKA_14_v3;PbANKA_14_v3;PbANKA_14_v3;PbANKA_14_v3;PbANKA_14_v3;PbANKA_14_v3;PbANKA_14_v3;PbANKA_14_v3;PbANKA_14_v3;PbANKA_14_v3;PbANKA_14_v3;PbANKA_14_v3;PbANKA_14_v3;PbANKA_14_v3;PbANKA_14_v3	1710128;1710556;1710863;1711105;1711361;1711500;1711638;1711778;1711922;1712103;1712304;1712496;1712669;1712879;1713066;1713247;1713447;1713609;1713796;1714026;1714168;1714459;1714709;1715044	1710427;1710636;1710940;1711248;1711417;1711557;1711684;1711805;1711962;1712199;1712392;1712554;1712741;1712977;1713136;1713370;1713515;1713665;1713860;1714074;1714291;1714562;1714813;1715079	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	2055	1191	1091	1220	15876	16714	21466
PBANKA_1444700	PbANKA_14_v3;PbANKA_14_v3;PbANKA_14_v3;PbANKA_14_v3;PbANKA_14_v3;PbANKA_14_v3;PbANKA_14_v3;PbANKA_14_v3;PbANKA_14_v3;PbANKA_14_v3;PbANKA_14_v3	1715687;1716052;1716305;1716618;1716880;1717098;1717396;1717642;1717967;1718215;1722009	1715919;1716172;1716443;1716693;1716989;1717263;1717480;1717832;1718094;1721885;1722113	+;+;+;+;+;+;+;+;+;+;+	5025	904	795	814	4990	3946	5421
PBANKA_1444800	PbANKA_14_v3	1722600	1723937	-	1338	98565	98909	95258	1253	2085	734
PBANKA_1444900	PbANKA_14_v3;PbANKA_14_v3	1726464;1726734	1726563;1729546	+;+	2913	1175	981	971	1940	1560	1115
PBANKA_1445000	PbANKA_14_v3;PbANKA_14_v3	1730036;1730350	1730194;1730967	-;-	777	25041	20858	22664	216	332	101
PBANKA_1445100	PbANKA_14_v3;PbANKA_14_v3;PbANKA_14_v3;PbANKA_14_v3;PbANKA_14_v3	1732182;1732626;1732893;1733076;1733274	1732492;1732752;1732931;1733159;1733336	-;-;-;-;-	624	1529	1118	1107	1791	1668	1379
PBANKA_1445200	PbANKA_14_v3	1734393	1735697	-	1305	329	284	273	533	442	250
PBANKA_1445300	PbANKA_14_v3;PbANKA_14_v3	1736824;1737159	1737059;1738053	+;+	1131	1731	1748	1755	1079	1129	529
PBANKA_1445400	PbANKA_14_v3;PbANKA_14_v3	1739873;1741301	1741214;1742022	+;+	2064	4262	3787	3397	3921	4152	1886
PBANKA_1445500	PbANKA_14_v3;PbANKA_14_v3	1743456;1743757	1743545;1745286	+;+	1620	970	935	575	2447	2840	2104
PBANKA_1445600	PbANKA_14_v3	1746754	1749144	+	2391	508	458	343	698	728	198
PBANKA_1445700	PbANKA_14_v3;PbANKA_14_v3;PbANKA_14_v3;PbANKA_14_v3;PbANKA_14_v3;PbANKA_14_v3;PbANKA_14_v3;PbANKA_14_v3	1749654;1749791;1749971;1750223;1750372;1750509;1750857;1751359	1749668;1749850;1750090;1750284;1750421;1750615;1751199;1753262	+;+;+;+;+;+;+;+	2661	18765	16584	18367	1616	1721	1331
PBANKA_1445800	PbANKA_14_v3;PbANKA_14_v3;PbANKA_14_v3;PbANKA_14_v3;PbANKA_14_v3;PbANKA_14_v3;PbANKA_14_v3	1754427;1754561;1754829;1755090;1755378;1755530;1755683	1754475;1754699;1754912;1755291;1755446;1755581;1755729	+;+;+;+;+;+;+	642	3701	3225	3210	3431	3472	2850
PBANKA_1445900	PbANKA_14_v3	1756402	1757502	-	1101	6633	6062	5754	8506	8429	8987
PBANKA_1446000	PbANKA_14_v3	1763015	1765765	-	2751	2455	2092	2543	1468	1367	2259
PBANKA_1446100	PbANKA_14_v3;PbANKA_14_v3;PbANKA_14_v3	1766990;1767315;1772358	1767187;1772257;1772529	-;-;-	5313	2660	2542	2790	3345	2943	3973
PBANKA_1446200	PbANKA_14_v3	1774308	1774736	+	429	1045	935	880	339	273	195
PBANKA_1446300	PbANKA_14_v3	1776149	1779322	-	3174	938	834	793	3606	3121	4842
PBANKA_1446400	PbANKA_14_v3;PbANKA_14_v3	1781011;1781254	1781080;1781387	-;-	204	253	204	189	285	340	126
PBANKA_1446500	PbANKA_14_v3	1788809	1794082	+	5274	3980	3478	1871	15180	12532	10758
PBANKA_1446600	PbANKA_14_v3	1795888	1798980	+	3093	353	307	374	757	466	677
PBANKA_1446700	PbANKA_14_v3;PbANKA_14_v3	1799050;1799216	1799139;1800952	-;-	1827	1196	1074	1121	648	586	370
