# Program:featureCounts v2.0.3; Command:"featureCounts" "-p" "-O" "-T" "8" "-a" "/cluster/facility/jyuan/ximo/Rbpm1/Py_2023/reference_genome/PlasmoDB-62_Pyoeliiyoelii17X.gtf" "-o" "/cluster/facility/jyuan/ximo/Rbpm1/Py_2023/2018vs2023/nc_removed_data/Count/output.txt" "WT_female_R1.bam.sort.bam" "WT_female_R2.bam.sort.bam" "WT_female_R3.bam.sort.bam" "WT_male_R1.bam.sort.bam" "WT_male_R2.bam.sort.bam" "WT_male_R3.bam.sort.bam" 
Geneid	Chr	Start	End	Strand	Length	WT_female_R1.bam.sort.bam	WT_female_R2.bam.sort.bam	WT_female_R3.bam.sort.bam	WT_male_R1.bam.sort.bam	WT_male_R2.bam.sort.bam	WT_male_R3.bam.sort.bam
PY17X_1333300	Py17X_13_v3	1520816	1521868	-	1053	19	25	9	25	25	21
PY17X_1333400	Py17X_13_v3;Py17X_13_v3;Py17X_13_v3;Py17X_13_v3;Py17X_13_v3;Py17X_13_v3	1522836;1524936;1525332;1525677;1525856;1526228	1524748;1525185;1525467;1525751;1525914;1526383	+;+;+;+;+;+	2589	215	390	257	110	139	134
PY17X_1333500	Py17X_13_v3;Py17X_13_v3	1526715;1527203	1526928;1527258	-;-	270	16384	15924	17673	10217	11154	12723
PY17X_1333600	Py17X_13_v3	1530458	1534867	+	4410	433	548	793	4338	6401	4881
PY17X_1333700	Py17X_13_v3;Py17X_13_v3;Py17X_13_v3;Py17X_13_v3;Py17X_13_v3;Py17X_13_v3;Py17X_13_v3;Py17X_13_v3;Py17X_13_v3;Py17X_13_v3	1535050;1535494;1535802;1535943;1536253;1536417;1536588;1536754;1536905;1537166	1535286;1535673;1535852;1536130;1536336;1536470;1536660;1536806;1536963;1537680	-;-;-;-;-;-;-;-;-;-	1494	393	531	628	14960	14883	18146
PY17X_1333800	Py17X_13_v3;Py17X_13_v3;Py17X_13_v3;Py17X_13_v3;Py17X_13_v3;Py17X_13_v3;Py17X_13_v3;Py17X_13_v3;Py17X_13_v3;Py17X_13_v3;Py17X_13_v3;Py17X_13_v3;Py17X_13_v3	1538051;1538205;1538384;1538604;1538803;1538981;1539124;1539319;1539597;1539736;1540083;1540324;1540489	1538070;1538268;1538517;1538699;1538862;1539032;1539193;1539484;1539658;1539925;1540144;1540366;1540591	-;-;-;-;-;-;-;-;-;-;-;-;-	1122	45555	38385	41135	818	799	1073
PY17X_1333900	Py17X_13_v3;Py17X_13_v3;Py17X_13_v3;Py17X_13_v3;Py17X_13_v3;Py17X_13_v3	1542368;1543737;1544484;1546696;1562493;1563306	1542964;1544327;1546481;1562278;1563064;1563386	+;+;+;+;+;+	19422	1701	1810	1690	95553	63930	74371
PY17X_1334000	Py17X_13_v3;Py17X_13_v3;Py17X_13_v3	1564544;1565019;1565284	1564555;1565140;1565818	+;+;+	669	7330	5758	8783	8972	10474	11333
PY17X_1334100	Py17X_13_v3;Py17X_13_v3;Py17X_13_v3;Py17X_13_v3;Py17X_13_v3;Py17X_13_v3;Py17X_13_v3;Py17X_13_v3;Py17X_13_v3;Py17X_13_v3;Py17X_13_v3;Py17X_13_v3	1566466;1566650;1566794;1567001;1567315;1567545;1567682;1567846;1568011;1568285;1568464;1568656	1566529;1566661;1566845;1567187;1567457;1567564;1567744;1567931;1568066;1568366;1568527;1568765	-;-;-;-;-;-;-;-;-;-;-;-	939	103560	97051	119331	78	51	83
PY17X_1334200	Py17X_13_v3;Py17X_13_v3	1570891;1573576	1573451;1573660	+;+	2646	16004	11570	11528	131	83	121
PY17X_1334300	Py17X_13_v3	1575090	1581347	-	6258	1206	898	1374	6060	5452	5549
PY17X_1334400	Py17X_13_v3;Py17X_13_v3;Py17X_13_v3	1586210;1589787;1590037	1589680;1589914;1590136	+;+;+	3699	2922	2635	4230	8576	8072	8614
PY17X_1334500	Py17X_13_v3	1591937	1594840	-	2904	490	305	410	1113	1076	938
PY17X_1334600	Py17X_13_v3;Py17X_13_v3;Py17X_13_v3;Py17X_13_v3;Py17X_13_v3;Py17X_13_v3	1601488;1601687;1601899;1602070;1602294;1602459	1601600;1601751;1601958;1602083;1602366;1602517	+;+;+;+;+;+	384	99900	76458	100662	1481	1260	1948
PY17X_1334700	Py17X_13_v3	1602823	1603644	-	822	151	108	92	2452	10677	3993
PY17X_1334800	Py17X_13_v3;Py17X_13_v3;Py17X_13_v3;Py17X_13_v3;Py17X_13_v3;Py17X_13_v3	1605515;1605745;1605937;1606073;1606377;1606711	1605570;1605831;1605982;1606228;1606529;1606752	+;+;+;+;+;+	540	508	466	1070	594	453	792
PY17X_1334900	Py17X_13_v3	1607767	1610418	+	2652	513	360	336	223	333	266
PY17X_1335000	Py17X_13_v3;Py17X_13_v3	1611850;1612255	1612093;1615202	+;+	3192	924	569	752	6178	6724	7964
PY17X_1335100	Py17X_13_v3	1615995	1617623	-	1629	34	26	37	47	54	65
PY17X_1335200	Py17X_13_v3	1618600	1620216	+	1617	12	12	20	11	16	17
PY17X_1335300	Py17X_13_v3	1620830	1622311	+	1482	23	18	55	12	10	17
PY17X_1335400	Py17X_13_v3	1622439	1623302	-	864	769	791	719	12	17	22
PY17X_1335500	Py17X_13_v3;Py17X_13_v3;Py17X_13_v3	1624467;1625872;1626018	1625744;1625923;1626079	+;+;+	1392	1237	1021	1180	312	396	410
PY17X_1335600	Py17X_13_v3;Py17X_13_v3	1626739;1628435	1628096;1629347	-;-	2271	124	132	137	44861	54355	48670
PY17X_1335700	Py17X_13_v3;Py17X_13_v3;Py17X_13_v3	1631039;1631291;1631506	1631087;1631403;1631604	+;+;+	261	573	563	605	1341	1510	1813
PY17X_1335800	Py17X_13_v3;Py17X_13_v3;Py17X_13_v3	1632353;1632587;1632901	1632361;1632714;1633042	+;+;+	279	1537	1234	1708	1026	797	1143
PY17X_1335900	Py17X_13_v3;Py17X_13_v3;Py17X_13_v3	1635301;1635653;1635876	1635450;1635750;1640373	+;+;+	4746	1566	1768	2640	21411	22230	20839
PY17X_1336000	Py17X_13_v3;Py17X_13_v3;Py17X_13_v3;Py17X_13_v3;Py17X_13_v3;Py17X_13_v3;Py17X_13_v3;Py17X_13_v3;Py17X_13_v3	1641793;1642364;1642694;1642929;1643144;1643456;1646614;1646830;1647670	1642219;1642571;1642764;1643047;1643265;1646383;1646725;1647450;1648572	+;+;+;+;+;+;+;+;+	5511	910	773	904	35548	32292	35110
PY17X_1336100	Py17X_13_v3	1650119	1657873	-	7755	11888	9983	10901	4857	3293	4187
PY17X_1336200	Py17X_13_v3	1663026	1663655	+	630	220	281	242	20	45	54
PY17X_1336300	Py17X_13_v3;Py17X_13_v3;Py17X_13_v3	1664457;1664677;1665433	1664528;1665224;1665556	+;+;+	744	1579	1402	1783	5422	6280	6274
PY17X_1336400	Py17X_13_v3	1669425	1671716	+	2292	3138	2020	1455	157	147	223
PY17X_1336500	Py17X_13_v3;Py17X_13_v3;Py17X_13_v3;Py17X_13_v3;Py17X_13_v3;Py17X_13_v3	1672441;1672624;1672950;1673215;1673543;1673725	1672483;1672776;1673089;1673308;1673616;1673877	-;-;-;-;-;-	657	1670	1295	2072	13038	14491	17208
PY17X_1336600	Py17X_13_v3;Py17X_13_v3;Py17X_13_v3	1679188;1679746;1680733	1679514;1680597;1680750	+;+;+	1197	4309	3501	5207	6465	7343	8099
PY17X_1336700	Py17X_13_v3	1682086	1684230	-	2145	930	774	900	401	441	434
PY17X_1336800	Py17X_13_v3	1685700	1688039	-	2340	1622	1950	1818	385	428	399
PY17X_1336900	Py17X_13_v3	1690064	1690558	-	495	255	277	406	272	305	302
PY17X_1337000	Py17X_13_v3	1691806	1692564	+	759	353	384	505	252	356	266
PY17X_1337100	Py17X_13_v3	1693413	1694501	-	1089	1093	1069	1316	495	497	657
PY17X_1337200	Py17X_13_v3	1695819	1696583	-	765	774	805	916	194	208	193
PY17X_1337300	Py17X_13_v3	1698014	1700119	-	2106	43	93	77	33	36	29
PY17X_1337400	Py17X_13_v3;Py17X_13_v3;Py17X_13_v3;Py17X_13_v3;Py17X_13_v3	1702045;1702323;1704777;1705012;1705229	1702119;1704609;1704855;1705085;1705272	+;+;+;+;+	2559	329	393	1267	714	725	758
PY17X_1337500	Py17X_13_v3;Py17X_13_v3;Py17X_13_v3	1707853;1716601;1716994	1716366;1716818;1717246	+;+;+	8985	7349	6309	6378	406	224	310
PY17X_1337600	Py17X_13_v3	1718806	1719423	+	618	50	76	61	9	11	7
PY17X_1337700	Py17X_13_v3;Py17X_13_v3;Py17X_13_v3	1719648;1720218;1720597	1719962;1720292;1720686	-;-;-	480	693	626	684	18734	24990	23426
PY17X_1337800	Py17X_13_v3;Py17X_13_v3;Py17X_13_v3	1720772;1721021;1721351	1720832;1721232;1722301	+;+;+	1224	321	357	231	36234	47044	41979
PY17X_1337900	Py17X_13_v3;Py17X_13_v3;Py17X_13_v3;Py17X_13_v3	1722589;1722730;1722991;1723355	1722645;1722792;1723121;1723442	-;-;-;-	339	512	560	625	535	1210	682
PY17X_1338000	Py17X_13_v3;Py17X_13_v3	1724178;1730614	1730377;1730860	+;+	6447	1235	1058	1446	8227	8458	8581
PY17X_1338100	Py17X_13_v3;Py17X_13_v3;Py17X_13_v3	1730839;1731120;1731660	1730942;1731482;1731696	-;-;-	504	466	400	439	349	262	487
PY17X_1338200	Py17X_13_v3	1732649	1732990	+	342	458	352	511	9	31	17
PY17X_1338300	Py17X_13_v3;Py17X_13_v3;Py17X_13_v3;Py17X_13_v3	1733540;1733797;1733981;1734190	1733637;1733871;1734103;1734289	-;-;-;-	396	1916	1374	2113	2338	2836	2879
PY17X_1338400	Py17X_13_v3;Py17X_13_v3;Py17X_13_v3;Py17X_13_v3;Py17X_13_v3;Py17X_13_v3	1736273;1736549;1736808;1737092;1737373;1738818	1736331;1736694;1736962;1737249;1738715;1739341	+;+;+;+;+;+	2385	106799	126996	137372	18962	18517	19924
PY17X_1338500	Py17X_13_v3;Py17X_13_v3	1740710;1741017	1740915;1741899	-;-	1089	381	352	501	34	48	50
PY17X_1338600	Py17X_13_v3	1742969	1744723	+	1755	419	518	581	14	20	39
PY17X_1338700	Py17X_13_v3;Py17X_13_v3	1745164;1745661	1745338;1748647	-;-	3162	40	36	62	29	50	35
PY17X_1338800	Py17X_13_v3;Py17X_13_v3	1750777;1751355	1751103;1751615	+;+	588	967	906	1047	195	99	231
PY17X_1338900	Py17X_13_v3	1753242	1754903	+	1662	1189	1075	1435	126	166	151
PY17X_1339000	Py17X_13_v3;Py17X_13_v3;Py17X_13_v3	1756335;1756933;1757247	1756832;1757107;1757383	-;-;-	810	842	784	891	3127	2973	3809
PY17X_1339100	Py17X_13_v3;Py17X_13_v3;Py17X_13_v3;Py17X_13_v3;Py17X_13_v3	1760681;1761603;1762387;1762660;1763075	1761451;1762292;1762509;1762986;1763173	+;+;+;+;+	2010	1963	1777	2747	71399	72827	82740
PY17X_1339200	Py17X_13_v3;Py17X_13_v3;Py17X_13_v3;Py17X_13_v3;Py17X_13_v3	1763523;1763792;1763986;1764302;1764457	1763589;1763833;1764165;1764362;1765648	-;-;-;-;-	1542	146	115	162	62	61	58
PY17X_1339300	Py17X_13_v3;Py17X_13_v3	1766992;1768426	1768293;1768491	-;-	1368	101	108	205	2469	2802	2836
PY17X_1339400	Py17X_13_v3;Py17X_13_v3;Py17X_13_v3;Py17X_13_v3;Py17X_13_v3;Py17X_13_v3	1769293;1769834;1770248;1770677;1771074;1771200	1769697;1770118;1770445;1770931;1771121;1771355	-;-;-;-;-;-	1347	110149	96480	125440	941	1204	1170
PY17X_1339500	Py17X_13_v3	1773071	1777255	+	4185	60611	90625	126221	557	451	565
PY17X_1339600	Py17X_13_v3	1777396	1780197	+	2802	146924	137341	121306	236	188	237
PY17X_1339700	Py17X_13_v3	1780799	1781677	+	879	104416	95186	118693	208	192	233
PY17X_1339800	Py17X_13_v3;Py17X_13_v3	1782399;1786835	1786472;1788625	-;-	5865	321	615	501	7197	9427	8064
PY17X_1339900	Py17X_13_v3;Py17X_13_v3;Py17X_13_v3;Py17X_13_v3	1789251;1789657;1789937;1790153	1789387;1789801;1789988;1790424	+;+;+;+	606	512	448	654	14885	17652	16682
PY17X_1340000	Py17X_13_v3;Py17X_13_v3;Py17X_13_v3;Py17X_13_v3;Py17X_13_v3;Py17X_13_v3	1790421;1790670;1790971;1791160;1791373;1791578	1790507;1790745;1791068;1791246;1791454;1792065	-;-;-;-;-;-	918	1298	1289	1548	1965	3060	2546
PY17X_1340100	Py17X_13_v3;Py17X_13_v3	1793344;1798519	1798211;1798573	+;+	4923	748	690	863	2762	2868	2841
PY17X_1340200	Py17X_13_v3;Py17X_13_v3;Py17X_13_v3;Py17X_13_v3;Py17X_13_v3;Py17X_13_v3;Py17X_13_v3;Py17X_13_v3;Py17X_13_v3	1799638;1800060;1801117;1801295;1801501;1801689;1801918;1802203;1802344	1799839;1800882;1801187;1801407;1801578;1801756;1802077;1802247;1802379	+;+;+;+;+;+;+;+;+	1596	391	377	484	473	610	556
PY17X_1340300	Py17X_13_v3;Py17X_13_v3;Py17X_13_v3	1802620;1802916;1806029	1802690;1805910;1806307	+;+;+	3345	395	713	697	142	132	167
PY17X_1340400	Py17X_13_v3;Py17X_13_v3;Py17X_13_v3	1806495;1806772;1807029	1806682;1806933;1807335	-;-;-	657	2538	2920	3027	2241	3017	3231
PY17X_1340500	Py17X_13_v3;Py17X_13_v3;Py17X_13_v3;Py17X_13_v3	1807858;1808112;1808352;1808956	1807941;1808218;1808679;1810068	-;-;-;-	1632	1479	1181	1368	2757	3260	3657
PY17X_1340600	Py17X_13_v3	1811485	1813896	+	2412	2357	2046	2781	823	761	1015
PY17X_1340700	Py17X_13_v3;Py17X_13_v3;Py17X_13_v3;Py17X_13_v3;Py17X_13_v3;Py17X_13_v3;Py17X_13_v3	1814188;1814469;1814788;1814965;1815106;1815566;1815732	1814328;1814566;1814843;1815020;1815468;1815634;1816043	-;-;-;-;-;-;-	1095	372	398	505	43	37	58
PY17X_1340800	Py17X_13_v3	1816938	1818023	+	1086	193	231	400	32	41	44
PY17X_1340900	Py17X_13_v3	1818322	1818801	-	480	34808	28946	36113	96	79	92
PY17X_1341000	Py17X_13_v3;Py17X_13_v3	1819596;1820572	1820422;1821595	-;-	1851	2072	2658	3146	876	1011	970
PY17X_1341100	Py17X_13_v3	1824072	1824968	+	897	1638	1458	1423	4655	4464	5488
PY17X_1341200	Py17X_13_v3;Py17X_13_v3;Py17X_13_v3;Py17X_13_v3;Py17X_13_v3;Py17X_13_v3	1825887;1827037;1827448;1827715;1828819;1829070	1826828;1827352;1827562;1828637;1828973;1829216	+;+;+;+;+;+	2598	50	29	39	26890	27637	29224
PY17X_1341300	Py17X_13_v3	1831052	1833094	+	2043	2842	2361	2655	25270	27108	28865
PY17X_1341400	Py17X_13_v3	1834486	1836318	-	1833	4433	5173	5632	1161	1108	1454
PY17X_1341500	Py17X_13_v3	1837560	1837895	-	336	3021	2268	2790	142	171	147
PY17X_1341600	Py17X_13_v3	1839249	1840775	-	1527	383	490	529	5733	7528	6763
PY17X_1341700	Py17X_13_v3	1842613	1844424	+	1812	944	980	1006	323	405	383
PY17X_1341800	Py17X_13_v3;Py17X_13_v3	1846466;1848289	1848187;1848663	+;+	2097	5948	4337	5825	54664	49461	47482
PY17X_1341900	Py17X_13_v3;Py17X_13_v3;Py17X_13_v3;Py17X_13_v3	1851944;1852642;1852862;1853066	1852491;1852720;1852925;1853160	+;+;+;+	786	1796	1669	2549	2249	2495	3048
PY17X_1342000	Py17X_13_v3	1855222	1856205	-	984	2200	1807	2184	1496	1586	2088
PY17X_1342100	Py17X_13_v3;Py17X_13_v3;Py17X_13_v3;Py17X_13_v3	1857528;1859028;1859334;1859539	1858862;1859185;1859409;1859649	+;+;+;+	1680	5117	5010	5240	385	383	457
PY17X_1342200	Py17X_13_v3;Py17X_13_v3;Py17X_13_v3;Py17X_13_v3;Py17X_13_v3;Py17X_13_v3;Py17X_13_v3;Py17X_13_v3;Py17X_13_v3;Py17X_13_v3	1862040;1866934;1867304;1867635;1867972;1868186;1868864;1869059;1869541;1873452	1866736;1867214;1867400;1867823;1868072;1868227;1868953;1869372;1873324;1873468	+;+;+;+;+;+;+;+;+;+	9612	2882	2263	3066	152846	125296	134354
PY17X_1342300	Py17X_13_v3;Py17X_13_v3;Py17X_13_v3;Py17X_13_v3	1874453;1875092;1878428;1878729	1874911;1878154;1878522;1878879	-;-;-;-	3768	772	685	1959	16917	14611	17663
PY17X_1342400	Py17X_13_v3;Py17X_13_v3;Py17X_13_v3;Py17X_13_v3	1880932;1881273;1881555;1881711	1881106;1881455;1881706;1882301	+;+;+;+	1101	2313	1427	2152	147	150	175
PY17X_1342500	Py17X_13_v3;Py17X_13_v3;Py17X_13_v3;Py17X_13_v3;Py17X_13_v3;Py17X_13_v3	1882684;1882949;1883205;1883765;1884033;1884328	1882822;1883017;1883641;1883941;1884146;1885356	+;+;+;+;+;+	1965	646	690	921	422	498	620
PY17X_1342600	Py17X_13_v3	1886185	1887279	-	1095	1206	1628	1795	1	5	10
PY17X_1342700	Py17X_13_v3;Py17X_13_v3	1888557;1888953	1888742;1889108	+;+	342	2361	2207	2493	1279	843	2105
PY17X_1342800	Py17X_13_v3;Py17X_13_v3;Py17X_13_v3;Py17X_13_v3;Py17X_13_v3;Py17X_13_v3;Py17X_13_v3;Py17X_13_v3;Py17X_13_v3;Py17X_13_v3;Py17X_13_v3;Py17X_13_v3;Py17X_13_v3	1889567;1889791;1889947;1890076;1890259;1890399;1890611;1890890;1891073;1891193;1891573;1891747;1891896	1889669;1889832;1889968;1890102;1890298;1890461;1890760;1890902;1891113;1891348;1891641;1891783;1891924	+;+;+;+;+;+;+;+;+;+;+;+;+	792	143699	135231	169909	681	760	816
PY17X_1342900	Py17X_13_v3;Py17X_13_v3	1892080;1892317	1892216;1892875	-;-	696	5657	4991	5570	100	142	143
PY17X_1343000	Py17X_13_v3;Py17X_13_v3	1893764;1894909	1894290;1894954	-;-	573	4089	3527	4702	3299	4196	4341
PY17X_1343100	Py17X_13_v3;Py17X_13_v3;Py17X_13_v3	1896813;1897112;1897390	1896986;1897212;1897480	-;-;-	366	3268	3122	4364	19193	22628	22245
PY17X_1343200	Py17X_13_v3	1899063	1900067	+	1005	3676	4943	4993	489	926	690
PY17X_1343300	Py17X_13_v3;Py17X_13_v3;Py17X_13_v3;Py17X_13_v3	1900512;1900709;1901104;1901658	1900596;1900954;1901305;1901682	-;-;-;-	558	5822	4496	5835	907	973	1272
PY17X_1343400	Py17X_13_v3	1904063	1905769	+	1707	532	673	558	256	244	229
PY17X_1343500	Py17X_13_v3	1907284	1908603	+	1320	33	33	48	8	21	20
PY17X_1343600	Py17X_13_v3;Py17X_13_v3;Py17X_13_v3	1911040;1911449;1911752	1911353;1911510;1912281	+;+;+	906	269771	245943	331222	21802	25150	26169
PY17X_1343700	Py17X_13_v3	1913358	1916570	-	3213	228	251	304	95	72	70
PY17X_1343800	Py17X_13_v3	1917200	1918258	+	1059	45	31	60	40	36	55
PY17X_1343900	Py17X_13_v3	1918464	1921817	-	3354	1475	1230	1746	1229	1527	1316
PY17X_1344000	Py17X_13_v3	1925542	1927104	+	1563	640	520	693	5408	4540	6420
PY17X_1344100	Py17X_13_v3;Py17X_13_v3;Py17X_13_v3	1927677;1928830;1929126	1928704;1929034;1929251	-;-;-	1359	2095	1299	1567	2528	2467	2695
PY17X_1344200	Py17X_13_v3;Py17X_13_v3;Py17X_13_v3	1930027;1930744;1931134	1930570;1930865;1943409	-;-;-	12942	1375	1427	1673	6081	5596	4922
PY17X_1344300	Py17X_13_v3;Py17X_13_v3;Py17X_13_v3;Py17X_13_v3;Py17X_13_v3	1944563;1944923;1945227;1945494;1945744	1944616;1945067;1945382;1945570;1945893	+;+;+;+;+	582	41662	42368	51274	380	424	441
PY17X_1344400	Py17X_13_v3;Py17X_13_v3;Py17X_13_v3;Py17X_13_v3;Py17X_13_v3;Py17X_13_v3;Py17X_13_v3;Py17X_13_v3	1946657;1947260;1949308;1949682;1949900;1950273;1950492;1950967	1947048;1949213;1949448;1949731;1950133;1950334;1950778;1951059	-;-;-;-;-;-;-;-	3213	677	579	745	635	713	706
PY17X_1344500	Py17X_13_v3;Py17X_13_v3	1951652;1952037	1951776;1955328	+;+	3417	349	461	766	115	124	119
PY17X_1344600	Py17X_13_v3;Py17X_13_v3	1956468;1957229	1957090;1957268	+;+	663	1242	1006	1323	1952	1773	2325
PY17X_1344700	Py17X_13_v3;Py17X_13_v3;Py17X_13_v3;Py17X_13_v3	1958375;1958611;1958848;1959130	1958418;1958733;1959046;1960182	-;-;-;-	1419	146	155	451	96	104	152
PY17X_1344800	Py17X_13_v3	1962433	1963383	+	951	973	815	1223	63205	73120	83454
PY17X_1344900	Py17X_13_v3	1964039	1964272	-	234	954	764	1007	16	12	31
PY17X_1345000	Py17X_13_v3	1965814	1967112	-	1299	299	180	710	1711	1662	1930
PY17X_1345100	Py17X_13_v3;Py17X_13_v3;Py17X_13_v3	1969251;1969834;1970518	1969742;1970225;1970638	-;-;-	1005	74	73	101	148569	186120	179319
PY17X_1345200	Py17X_13_v3	1973620	1983954	+	10335	60	79	72	2551	1960	2683
PY17X_1345300	Py17X_13_v3;Py17X_13_v3;Py17X_13_v3;Py17X_13_v3;Py17X_13_v3	1984620;1986165;1986336;1986631;1986892	1985985;1986207;1986481;1986763;1986958	+;+;+;+;+	1755	1305	1460	1704	412	458	423
PY17X_1345400	Py17X_13_v3;Py17X_13_v3	1987729;1987965	1987788;1988330	+;+	426	5896	6466	6219	186	188	236
PY17X_1345500	Py17X_13_v3;Py17X_13_v3;Py17X_13_v3	1988560;1988838;1989228	1988709;1988876;1989275	-;-;-	237	773	583	842	670	660	804
PY17X_1345600	Py17X_13_v3	1991364	1996073	+	4710	26	8	50	576	456	525
PY17X_1345700	Py17X_13_v3;Py17X_13_v3	1996861;1997329	1996899;2004282	-;-	6993	1296	1467	1772	9337	8267	8162
PY17X_1345800	Py17X_13_v3;Py17X_13_v3;Py17X_13_v3;Py17X_13_v3	2006074;2006243;2006431;2006972	2006107;2006322;2006757;2007037	-;-;-;-	507	8774	6995	9332	7799	10110	9763
PY17X_1345900	Py17X_13_v3;Py17X_13_v3;Py17X_13_v3;Py17X_13_v3	2008121;2008332;2009328;2009570	2008143;2009140;2009447;2009613	+;+;+;+	996	1154	1501	1726	65	74	97
PY17X_1346000	Py17X_13_v3	2010001	2012163	+	2163	1182	1415	2089	97	110	114
PY17X_1346100	Py17X_13_v3;Py17X_13_v3;Py17X_13_v3	2012442;2012666;2012961	2012515;2012825;2013521	-;-;-	795	631	433	642	3144	3794	4037
PY17X_1346200	Py17X_13_v3;Py17X_13_v3	2014378;2016261	2015923;2016355	-;-	1641	1731	1327	1530	1602	1776	1762
PY17X_1346300	Py17X_13_v3;Py17X_13_v3;Py17X_13_v3;Py17X_13_v3;Py17X_13_v3;Py17X_13_v3;Py17X_13_v3;Py17X_13_v3;Py17X_13_v3;Py17X_13_v3	2017319;2017597;2017868;2018060;2018340;2018573;2018849;2019007;2019447;2019669	2017405;2017730;2017937;2018140;2018441;2018694;2018900;2019347;2019507;2020055	-;-;-;-;-;-;-;-;-;-	1437	229	137	255	358	447	540
PY17X_1346400	Py17X_13_v3	2020913	2026942	-	6030	882	716	850	12373	13035	11373
PY17X_1346500	Py17X_13_v3;Py17X_13_v3;Py17X_13_v3	2029246;2029372;2041226	2029250;2041082;2041566	+;+;+	12057	295	175	253	28676	23870	24836
PY17X_1346600	Py17X_13_v3	2043991	2045511	+	1521	600	737	697	506	457	419
PY17X_1346700	Py17X_13_v3	2046221	2047444	-	1224	1252	1091	1579	104	125	118
PY17X_1346800	Py17X_13_v3	2048071	2051424	-	3354	1207	1009	1316	128	223	211
PY17X_1346900	Py17X_13_v3;Py17X_13_v3;Py17X_13_v3	2052082;2052331;2052776	2052186;2052519;2055421	-;-;-	2940	210	276	326	124	92	117
PY17X_1347000	Py17X_13_v3;Py17X_13_v3;Py17X_13_v3;Py17X_13_v3;Py17X_13_v3;Py17X_13_v3;Py17X_13_v3;Py17X_13_v3;Py17X_13_v3;Py17X_13_v3;Py17X_13_v3;Py17X_13_v3;Py17X_13_v3;Py17X_13_v3;Py17X_13_v3;Py17X_13_v3	2055844;2056066;2056217;2056360;2056576;2056691;2056809;2056967;2057105;2057218;2057408;2057592;2057728;2057872;2058114;2058368	2055875;2056091;2056257;2056423;2056592;2056725;2056874;2057014;2057126;2057323;2057473;2057634;2057781;2057980;2058181;2058593	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	1023	63226	53838	57884	645	831	673
PY17X_1347100	Py17X_13_v3	2059687	2060379	+	693	524	418	560	19	28	47
PY17X_1347200	Py17X_13_v3	2061805	2066556	+	4752	128687	157677	182932	586	554	492
PY17X_1347300	Py17X_13_v3	2067618	2068499	-	882	123	246	128	8	26	30
PY17X_1347400	Py17X_13_v3;Py17X_13_v3;Py17X_13_v3	2069787;2070582;2071551	2070410;2071359;2072860	+;+;+	2712	15	42	14	32	58	45
PY17X_1347500	Py17X_13_v3	2073919	2074605	+	687	610	373	578	200	216	193
PY17X_1347600	Py17X_13_v3	2075334	2076287	-	954	495	651	649	34	61	49
PY17X_1347700	Py17X_13_v3	2078863	2080488	+	1626	1301	857	1212	3908	5182	5213
PY17X_1347800	Py17X_13_v3;Py17X_13_v3;Py17X_13_v3;Py17X_13_v3;Py17X_13_v3	2081473;2081782;2081963;2082249;2082459	2081574;2081882;2081979;2082319;2082560	+;+;+;+;+	393	443	506	608	1474	982	1844
PY17X_1347900	Py17X_13_v3	2087566	2094492	-	6927	4451	4037	5155	173849	141094	168020
PY17X_1348000	Py17X_13_v3	2097334	2098146	+	813	2549	1986	3195	1669	1932	1925
PY17X_1348100	Py17X_13_v3;Py17X_13_v3;Py17X_13_v3;Py17X_13_v3	2099784;2106154;2107075;2107695	2105987;2106834;2107563;2107979	+;+;+;+	7659	2431	2988	4576	400	323	398
PY17X_1348200	Py17X_13_v3;Py17X_13_v3;Py17X_13_v3	2109408;2110025;2110336	2109845;2110158;2110726	-;-;-	963	2557	3018	3765	1262	1319	1611
PY17X_1348300	Py17X_13_v3	2113221	2114459	-	1239	936	689	963	2403	2659	2633
PY17X_1348400	Py17X_13_v3;Py17X_13_v3;Py17X_13_v3;Py17X_13_v3;Py17X_13_v3;Py17X_13_v3;Py17X_13_v3;Py17X_13_v3;Py17X_13_v3	2115881;2116193;2116317;2116542;2116832;2117032;2117356;2117590;2117964	2116096;2116243;2116450;2116631;2116921;2117229;2117431;2117841;2118011	-;-;-;-;-;-;-;-;-	1155	3271	3253	4280	1132	1398	1400
PY17X_1348500	Py17X_13_v3	2119005	2119279	+	275	62	45	82	72	86	99
PY17X_1348600	Py17X_13_v3	2120464	2121300	+	837	2065	1692	2497	352	345	352
PY17X_1348700	Py17X_13_v3	2121427	2122605	-	1179	477	598	453	27	19	17
PY17X_1348800	Py17X_13_v3;Py17X_13_v3;Py17X_13_v3;Py17X_13_v3	2123795;2123949;2124334;2124546	2123858;2124161;2124455;2130119	-;-;-;-	5973	866	645	970	184	110	148
PY17X_1348900	Py17X_13_v3;Py17X_13_v3;Py17X_13_v3;Py17X_13_v3	2131568;2131774;2137649;2137943	2131666;2137481;2137760;2138002	-;-;-;-	5979	2685	2921	2753	733	653	681
PY17X_1349000	Py17X_13_v3;Py17X_13_v3	2140139;2140815	2140653;2141196	-;-	897	373	281	380	59655	67871	71152
PY17X_1349100	Py17X_13_v3	2142240	2143781	-	1542	1354	1458	1768	43287	49012	50922
