# Program:featureCounts v2.0.3; Command:"featureCounts" "-p" "-O" "-T" "8" "-a" "/cluster/facility/jyuan/ximo/Rbpm1/Py_2023/reference_genome/PlasmoDB-62_Pyoeliiyoelii17X.gtf" "-o" "/cluster/facility/jyuan/ximo/Rbpm1/Py_2023/Rbpm1_KO/read_counts/Rbpm1_KO_counts_output.txt" "/cluster/facility/jyuan/ximo/Rbpm1/Py_2023/Rbpm1_KO/map/Rbpm1_KO_Rep1.bam.sort.bam" "/cluster/facility/jyuan/ximo/Rbpm1/Py_2023/Rbpm1_KO/map/Rbpm1_KO_Rep2.bam.sort.bam" "/cluster/facility/jyuan/ximo/Rbpm1/Py_2023/Rbpm1_KO/map/Rbpm1_KO_Rep3.bam.sort.bam" 
Geneid	Chr	Start	End	Strand	Length	/cluster/facility/jyuan/ximo/Rbpm1/Py_2023/Rbpm1_KO/map/Rbpm1_KO_Rep1.bam.sort.bam	/cluster/facility/jyuan/ximo/Rbpm1/Py_2023/Rbpm1_KO/map/Rbpm1_KO_Rep2.bam.sort.bam	/cluster/facility/jyuan/ximo/Rbpm1/Py_2023/Rbpm1_KO/map/Rbpm1_KO_Rep3.bam.sort.bam
PY17X_1344400	Py17X_13_v3;Py17X_13_v3;Py17X_13_v3;Py17X_13_v3;Py17X_13_v3;Py17X_13_v3;Py17X_13_v3;Py17X_13_v3	1946657;1947260;1949308;1949682;1949900;1950273;1950492;1950967	1947048;1949213;1949448;1949731;1950133;1950334;1950778;1951059	-;-;-;-;-;-;-;-	3213	227	163	225
PY17X_1344500	Py17X_13_v3;Py17X_13_v3	1951652;1952037	1951776;1955328	+;+	3417	92	36	86
PY17X_1344600	Py17X_13_v3;Py17X_13_v3	1956468;1957229	1957090;1957268	+;+	663	1574	1482	1466
PY17X_1344700	Py17X_13_v3;Py17X_13_v3;Py17X_13_v3;Py17X_13_v3	1958375;1958611;1958848;1959130	1958418;1958733;1959046;1960182	-;-;-;-	1419	619	349	483
PY17X_1344800	Py17X_13_v3	1962433	1963383	+	951	77702	84885	87301
PY17X_1344900	Py17X_13_v3	1964039	1964272	-	234	96	50	64
PY17X_1345000	Py17X_13_v3	1965814	1967112	-	1299	3290	2851	2922
PY17X_1345100	Py17X_13_v3;Py17X_13_v3;Py17X_13_v3	1969251;1969834;1970518	1969742;1970225;1970638	-;-;-	1005	146301	172808	162630
PY17X_1345200	Py17X_13_v3	1973620	1983954	+	10335	5301	4098	5526
PY17X_1345300	Py17X_13_v3;Py17X_13_v3;Py17X_13_v3;Py17X_13_v3;Py17X_13_v3	1984620;1986165;1986336;1986631;1986892	1985985;1986207;1986481;1986763;1986958	+;+;+;+;+	1755	347	388	323
PY17X_1345400	Py17X_13_v3;Py17X_13_v3	1987729;1987965	1987788;1988330	+;+	426	61	28	50
PY17X_1345500	Py17X_13_v3;Py17X_13_v3;Py17X_13_v3	1988560;1988838;1989228	1988709;1988876;1989275	-;-;-	237	284	320	338
PY17X_1345600	Py17X_13_v3	1991364	1996073	+	4710	181	109	82
PY17X_1345700	Py17X_13_v3;Py17X_13_v3	1996861;1997329	1996899;2004282	-;-	6993	7354	8152	8253
PY17X_1345800	Py17X_13_v3;Py17X_13_v3;Py17X_13_v3;Py17X_13_v3	2006074;2006243;2006431;2006972	2006107;2006322;2006757;2007037	-;-;-;-	507	6806	6831	8245
PY17X_1345900	Py17X_13_v3;Py17X_13_v3;Py17X_13_v3;Py17X_13_v3	2008121;2008332;2009328;2009570	2008143;2009140;2009447;2009613	+;+;+;+	996	217	195	184
PY17X_1346000	Py17X_13_v3	2010001	2012163	+	2163	84	108	78
PY17X_1346100	Py17X_13_v3;Py17X_13_v3;Py17X_13_v3	2012442;2012666;2012961	2012515;2012825;2013521	-;-;-	795	968	1512	1457
PY17X_1346200	Py17X_13_v3;Py17X_13_v3	2014378;2016261	2015923;2016355	-;-	1641	2647	2121	2281
PY17X_1346300	Py17X_13_v3;Py17X_13_v3;Py17X_13_v3;Py17X_13_v3;Py17X_13_v3;Py17X_13_v3;Py17X_13_v3;Py17X_13_v3;Py17X_13_v3;Py17X_13_v3	2017319;2017597;2017868;2018060;2018340;2018573;2018849;2019007;2019447;2019669	2017405;2017730;2017937;2018140;2018441;2018694;2018900;2019347;2019507;2020055	-;-;-;-;-;-;-;-;-;-	1437	1003	968	740
PY17X_1346400	Py17X_13_v3	2020913	2026942	-	6030	8330	9540	9977
PY17X_1346500	Py17X_13_v3;Py17X_13_v3;Py17X_13_v3	2029246;2029372;2041226	2029250;2041082;2041566	+;+;+	12057	11453	11847	11444
PY17X_1346600	Py17X_13_v3	2043991	2045511	+	1521	124	110	97
PY17X_1346700	Py17X_13_v3	2046221	2047444	-	1224	23	23	20
PY17X_1346800	Py17X_13_v3	2048071	2051424	-	3354	140	88	98
PY17X_1346900	Py17X_13_v3;Py17X_13_v3;Py17X_13_v3	2052082;2052331;2052776	2052186;2052519;2055421	-;-;-	2940	126	64	82
PY17X_1347000	Py17X_13_v3;Py17X_13_v3;Py17X_13_v3;Py17X_13_v3;Py17X_13_v3;Py17X_13_v3;Py17X_13_v3;Py17X_13_v3;Py17X_13_v3;Py17X_13_v3;Py17X_13_v3;Py17X_13_v3;Py17X_13_v3;Py17X_13_v3;Py17X_13_v3;Py17X_13_v3	2055844;2056066;2056217;2056360;2056576;2056691;2056809;2056967;2057105;2057218;2057408;2057592;2057728;2057872;2058114;2058368	2055875;2056091;2056257;2056423;2056592;2056725;2056874;2057014;2057126;2057323;2057473;2057634;2057781;2057980;2058181;2058593	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	1023	373	314	326
PY17X_1347100	Py17X_13_v3	2059687	2060379	+	693	0	2	6
PY17X_1347200	Py17X_13_v3	2061805	2066556	+	4752	847	1212	1482
PY17X_1347300	Py17X_13_v3	2067618	2068499	-	882	10	8	8
PY17X_1347400	Py17X_13_v3;Py17X_13_v3;Py17X_13_v3	2069787;2070582;2071551	2070410;2071359;2072860	+;+;+	2712	12	23	21
PY17X_1347500	Py17X_13_v3	2073919	2074605	+	687	88	96	111
PY17X_1347600	Py17X_13_v3	2075334	2076287	-	954	36	15	3
PY17X_1347700	Py17X_13_v3	2078863	2080488	+	1626	3339	3335	3033
PY17X_1347800	Py17X_13_v3;Py17X_13_v3;Py17X_13_v3;Py17X_13_v3;Py17X_13_v3	2081473;2081782;2081963;2082249;2082459	2081574;2081882;2081979;2082319;2082560	+;+;+;+;+	393	422	706	724
PY17X_1347900	Py17X_13_v3	2087566	2094492	-	6927	96167	120543	132668
PY17X_1348000	Py17X_13_v3	2097334	2098146	+	813	11736	8732	9375
PY17X_1348100	Py17X_13_v3;Py17X_13_v3;Py17X_13_v3;Py17X_13_v3	2099784;2106154;2107075;2107695	2105987;2106834;2107563;2107979	+;+;+;+	7659	410	600	413
PY17X_1348200	Py17X_13_v3;Py17X_13_v3;Py17X_13_v3	2109408;2110025;2110336	2109845;2110158;2110726	-;-;-	963	1607	1761	1655
PY17X_1348300	Py17X_13_v3	2113221	2114459	-	1239	1083	1064	858
PY17X_1348400	Py17X_13_v3;Py17X_13_v3;Py17X_13_v3;Py17X_13_v3;Py17X_13_v3;Py17X_13_v3;Py17X_13_v3;Py17X_13_v3;Py17X_13_v3	2115881;2116193;2116317;2116542;2116832;2117032;2117356;2117590;2117964	2116096;2116243;2116450;2116631;2116921;2117229;2117431;2117841;2118011	-;-;-;-;-;-;-;-;-	1155	243	265	203
PY17X_1348500	Py17X_13_v3	2119005	2119279	+	275	10	10	9
PY17X_1348600	Py17X_13_v3	2120464	2121300	+	837	121	106	91
PY17X_1348700	Py17X_13_v3	2121427	2122605	-	1179	7	16	31
PY17X_1348800	Py17X_13_v3;Py17X_13_v3;Py17X_13_v3;Py17X_13_v3	2123795;2123949;2124334;2124546	2123858;2124161;2124455;2130119	-;-;-;-	5973	1042	676	891
PY17X_1348900	Py17X_13_v3;Py17X_13_v3;Py17X_13_v3;Py17X_13_v3	2131568;2131774;2137649;2137943	2131666;2137481;2137760;2138002	-;-;-;-	5979	966	951	909
PY17X_1349000	Py17X_13_v3;Py17X_13_v3	2140139;2140815	2140653;2141196	-;-	897	10623	10892	10852
PY17X_1349100	Py17X_13_v3	2142240	2143781	-	1542	31693	36847	36955
PY17X_1349200	Py17X_13_v3;Py17X_13_v3;Py17X_13_v3;Py17X_13_v3;Py17X_13_v3;Py17X_13_v3;Py17X_13_v3;Py17X_13_v3	2146638;2146991;2147459;2148608;2148927;2149150;2149304;2149545	2146865;2147240;2148524;2148786;2149045;2149211;2149420;2149611	+;+;+;+;+;+;+;+	2088	340	385	305
PY17X_1349300	Py17X_13_v3;Py17X_13_v3;Py17X_13_v3	2153287;2158192;2158441	2158039;2158261;2159728	+;+;+	6111	2247	2085	2393
PY17X_1349400	Py17X_13_v3	2160750	2161745	-	996	5122	5214	5232
PY17X_1349500	Py17X_13_v3	2164238	2165530	-	1293	586	936	715
PY17X_1349600	Py17X_13_v3	2168177	2171422	+	3246	95	75	92
PY17X_1349700	Py17X_13_v3	2171929	2173503	+	1575	1	1	2
PY17X_1349800	Py17X_13_v3;Py17X_13_v3;Py17X_13_v3;Py17X_13_v3;Py17X_13_v3;Py17X_13_v3;Py17X_13_v3;Py17X_13_v3	2174500;2174727;2174974;2175100;2175337;2175515;2175688;2175933	2174616;2174813;2175006;2175191;2175412;2175599;2175734;2176016	+;+;+;+;+;+;+;+	621	329	235	269
PY17X_1349900	Py17X_13_v3	2176747	2177325	+	579	0	4	0
PY17X_1350000	Py17X_13_v3;Py17X_13_v3	2177570;2178296	2178133;2178430	+;+	699	85	93	74
PY17X_1350100	Py17X_13_v3;Py17X_13_v3;Py17X_13_v3;Py17X_13_v3;Py17X_13_v3;Py17X_13_v3	2178656;2179437;2179690;2179830;2180082;2180677	2178906;2179565;2179722;2179887;2180478;2180795	-;-;-;-;-;-	987	1100	1308	1216
PY17X_1350200	Py17X_13_v3;Py17X_13_v3;Py17X_13_v3;Py17X_13_v3;Py17X_13_v3	2182253;2182580;2182733;2182897;2183146	2182390;2182639;2182786;2182968;2183676	-;-;-;-;-	855	1706	1944	1492
PY17X_1350300	Py17X_13_v3	2186288	2187958	+	1671	4242	4945	4836
PY17X_1350400	Py17X_13_v3	2188408	2189841	-	1434	465	391	579
PY17X_1350500	Py17X_13_v3;Py17X_13_v3;Py17X_13_v3;Py17X_13_v3;Py17X_13_v3;Py17X_13_v3;Py17X_13_v3;Py17X_13_v3	2191082;2192385;2192567;2192744;2192923;2193055;2193211;2193473	2192212;2192471;2192608;2192824;2192976;2193111;2193331;2193618	+;+;+;+;+;+;+;+	1719	1477	1424	1003
PY17X_1350600	Py17X_13_v3;Py17X_13_v3	2195311;2195814	2195383;2197255	+;+	1515	690	508	480
PY17X_1350700	Py17X_13_v3	2195504	2195583	+	80	2	0	0
PY17X_1350800	Py17X_13_v3	2197940	2199604	-	1665	61	80	63
PY17X_1350900	Py17X_13_v3;Py17X_13_v3;Py17X_13_v3;Py17X_13_v3;Py17X_13_v3;Py17X_13_v3;Py17X_13_v3;Py17X_13_v3;Py17X_13_v3;Py17X_13_v3	2200197;2200461;2200692;2200951;2201267;2203176;2204080;2204337;2204498;2204790	2200269;2200559;2200805;2201179;2202851;2203956;2204212;2204397;2204579;2204851	-;-;-;-;-;-;-;-;-;-	3219	397	345	348
PY17X_1351000	Py17X_13_v3	2205921	2206904	+	984	197	155	139
PY17X_1351100	Py17X_13_v3;Py17X_13_v3	2208387;2208794	2208537;2209197	+;+	555	252	208	349
PY17X_1351200	Py17X_13_v3	2210138	2211562	+	1425	84	110	191
PY17X_1351300	Py17X_13_v3	2212664	2214142	+	1479	130	184	186
PY17X_1351400	Py17X_13_v3;Py17X_13_v3;Py17X_13_v3;Py17X_13_v3	2214596;2214822;2215243;2215578	2214641;2215032;2215455;2215773	-;-;-;-	666	10127	11056	10203
PY17X_1351500	Py17X_13_v3	2216876	2219503	-	2628	1782	1520	1831
PY17X_1351600	Py17X_13_v3;Py17X_13_v3	2221272;2222007	2221397;2222300	+;+	420	16685	13581	14479
PY17X_1351700	Py17X_13_v3	2221547	2221630	+	84	36	54	72
PY17X_1351800	Py17X_13_v3;Py17X_13_v3;Py17X_13_v3;Py17X_13_v3;Py17X_13_v3	2223242;2223420;2223835;2224238;2224622	2223292;2223681;2223950;2224479;2224796	-;-;-;-;-	846	1104	800	1000
PY17X_1351900	Py17X_13_v3	2226269	2227834	+	1566	0	8	2
PY17X_1352000	Py17X_13_v3;Py17X_13_v3;Py17X_13_v3	2228960;2230853;2232167	2230742;2231920;2232327	+;+;+	3012	1376	2054	1649
PY17X_1352100	Py17X_13_v3	2233105	2233566	+	462	63	42	87
PY17X_1352200	Py17X_13_v3	2234025	2236076	-	2052	958	745	912
PY17X_1352300	Py17X_13_v3	2236862	2237500	+	639	2796	3300	3404
PY17X_1352400	Py17X_13_v3	2237665	2239047	-	1383	2684	2731	2751
PY17X_1352500	Py17X_13_v3	2240296	2241774	-	1479	849	798	843
PY17X_1352600	Py17X_13_v3	2243581	2244324	+	744	768	593	650
PY17X_1352700	Py17X_13_v3	2245550	2249434	-	3885	798	847	839
PY17X_1352800	Py17X_13_v3;Py17X_13_v3;Py17X_13_v3;Py17X_13_v3;Py17X_13_v3;Py17X_13_v3	2250403;2250677;2250852;2251062;2251420;2251625	2250486;2250740;2250970;2251129;2251486;2252005	+;+;+;+;+;+	783	318	229	297
PY17X_1352900	Py17X_13_v3	2253151	2258052	+	4902	134	177	175
PY17X_1353000	Py17X_13_v3	2258466	2259110	-	645	30	49	56
PY17X_1353100	Py17X_13_v3	2260088	2260783	+	696	277	317	279
PY17X_1353200	Py17X_13_v3	2261662	2262867	+	1206	30	32	48
PY17X_1353300	Py17X_13_v3	2263309	2266872	-	3564	732	501	562
PY17X_1353400	Py17X_13_v3	2268282	2268773	-	492	2722	2268	2393
PY17X_1353500	Py17X_13_v3	2270525	2271250	+	726	221	217	214
PY17X_1353600	Py17X_13_v3;Py17X_13_v3	2272589;2274778	2274605;2276264	+;+	3504	2610	3309	2959
PY17X_1353700	Py17X_13_v3	2277105	2278556	-	1452	3901	3536	3683
PY17X_1353800	Py17X_13_v3	2280405	2283260	-	2856	18962	23101	25172
PY17X_1353900	Py17X_13_v3	2285996	2287525	+	1530	660	547	500
PY17X_1354000	Py17X_13_v3	2288188	2289414	-	1227	10057	11247	12263
PY17X_1354100	Py17X_13_v3	2290298	2291269	-	972	6988	8560	7609
PY17X_1354200	Py17X_13_v3	2293164	2293946	-	783	8376	7866	8448
PY17X_1354300	Py17X_13_v3	2295906	2296658	-	753	11591	12247	12839
PY17X_1354400	Py17X_13_v3;Py17X_13_v3;Py17X_13_v3	2298400;2299484;2299913	2299344;2299781;2300184	+;+;+	1515	3277	3050	2845
PY17X_1354500	Py17X_13_v3;Py17X_13_v3	2301226;2301601	2301412;2302511	+;+	1098	264	230	228
PY17X_1354600	Py17X_13_v3;Py17X_13_v3;Py17X_13_v3	2302942;2303224;2303874	2303116;2303701;2307210	-;-;-	3990	276	231	292
PY17X_1354700	Py17X_13_v3	2307768	2309867	+	2100	248	135	210
PY17X_1354800	Py17X_13_v3	2310506	2312956	-	2451	734	232	400
PY17X_1354900	Py17X_13_v3;Py17X_13_v3;Py17X_13_v3	2315860;2316497;2317375	2316328;2317221;2317491	+;+;+	1311	1292	1303	1541
PY17X_1355000	Py17X_13_v3;Py17X_13_v3;Py17X_13_v3	2318250;2318508;2319025	2318283;2318782;2319213	+;+;+	498	491	234	371
PY17X_1355100	Py17X_13_v3;Py17X_13_v3;Py17X_13_v3;Py17X_13_v3;Py17X_13_v3	2320225;2320808;2321019;2321267;2321595	2320625;2320888;2321114;2321384;2321633	+;+;+;+;+	735	302	253	366
PY17X_1355200	Py17X_13_v3	2322182	2323264	+	1083	2008	2437	2414
PY17X_1355300	Py17X_13_v3;Py17X_13_v3;Py17X_13_v3;Py17X_13_v3;Py17X_13_v3;Py17X_13_v3;Py17X_13_v3;Py17X_13_v3;Py17X_13_v3	2323659;2323987;2324168;2324364;2324525;2324714;2324920;2325519;2325849	2323871;2324048;2324267;2324423;2324587;2324782;2325026;2325652;2325895	-;-;-;-;-;-;-;-;-	855	617	668	665
PY17X_1355400	Py17X_13_v3	2325321	2325415	-	95	0	6	0
PY17X_1355500	Py17X_13_v3;Py17X_13_v3;Py17X_13_v3;Py17X_13_v3	2326669;2326870;2327074;2327415	2326681;2326935;2327232;2327452	+;+;+;+	276	240	229	234
PY17X_1355600	Py17X_13_v3	2327986	2328330	-	345	14718	14041	16735
PY17X_1355700	Py17X_13_v3	2330985	2332001	+	1017	738	644	656
PY17X_1355800	Py17X_13_v3;Py17X_13_v3	2332429;2334573	2334315;2334686	-;-	2001	417	314	353
PY17X_1355900	Py17X_13_v3;Py17X_13_v3	2335206;2335562	2335385;2338201	-;-	2820	151	125	168
PY17X_1356000	Py17X_13_v3;Py17X_13_v3;Py17X_13_v3;Py17X_13_v3;Py17X_13_v3;Py17X_13_v3;Py17X_13_v3;Py17X_13_v3	2339082;2339261;2339520;2339714;2340243;2340360;2340641;2340933	2339133;2339410;2339599;2340060;2340276;2340446;2340740;2340988	+;+;+;+;+;+;+;+	906	134	78	103
PY17X_1356100	Py17X_13_v3	2341706	2344849	+	3144	69	71	128
PY17X_1356200	Py17X_13_v3;Py17X_13_v3	2346448;2348133	2348010;2349008	+;+	2439	98	147	169
PY17X_1356300	Py17X_13_v3;Py17X_13_v3;Py17X_13_v3	2349991;2351461;2351923	2351167;2351658;2352254	+;+;+	1707	185	181	207
PY17X_1356400	Py17X_13_v3	2352813	2358551	-	5739	2105	2540	2673
PY17X_1356500	Py17X_13_v3	2363137	2363218	-	82	0	0	4
PY17X_1356600	Py17X_13_v3;Py17X_13_v3;Py17X_13_v3;Py17X_13_v3	2364415;2364903;2365328;2365647	2364759;2365211;2365469;2366692	+;+;+;+	1842	69	143	62
PY17X_1356700	Py17X_13_v3	2367006	2368703	-	1698	116	184	170
PY17X_1356800	Py17X_13_v3	2371862	2372671	+	810	4	12	26
PY17X_1356900	Py17X_13_v3;Py17X_13_v3;Py17X_13_v3;Py17X_13_v3;Py17X_13_v3;Py17X_13_v3;Py17X_13_v3;Py17X_13_v3;Py17X_13_v3;Py17X_13_v3;Py17X_13_v3;Py17X_13_v3;Py17X_13_v3;Py17X_13_v3;Py17X_13_v3;Py17X_13_v3;Py17X_13_v3;Py17X_13_v3;Py17X_13_v3;Py17X_13_v3	2373388;2373630;2373909;2374058;2374266;2374451;2374633;2374815;2375063;2375281;2375569;2375745;2376031;2376226;2376500;2376650;2376789;2377018;2377167;2377482	2373429;2373782;2373966;2374129;2374336;2374525;2374684;2374888;2375179;2375354;2375661;2375820;2376129;2376366;2376565;2376697;2376882;2377068;2377234;2377550	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	1593	4682	4609	5022
PY17X_1357000	Py17X_13_v3;Py17X_13_v3	2379273;2380582	2380427;2380929	+;+	1503	5026	4006	4900
PY17X_1357100	Py17X_13_v3	2381607	2382311	-	705	2807	3161	3146
PY17X_1357200	Py17X_13_v3;Py17X_13_v3	2385247;2385534	2385255;2386739	+;+	1215	3345	2193	3273
PY17X_1357300	Py17X_13_v3;Py17X_13_v3;Py17X_13_v3;Py17X_13_v3;Py17X_13_v3;Py17X_13_v3;Py17X_13_v3;Py17X_13_v3	2387296;2387705;2388008;2388302;2388516;2388776;2388943;2389203	2387561;2387890;2388089;2388415;2388596;2388844;2389076;2389584	-;-;-;-;-;-;-;-	1314	74227	89929	94463
PY17X_1357400	Py17X_13_v3	2390848	2393073	+	2226	1278	1786	1686
PY17X_1357500	Py17X_13_v3;Py17X_13_v3;Py17X_13_v3	2393248;2395557;2395917	2395471;2395745;2396017	-;-;-	2514	986	762	917
PY17X_1357600	Py17X_13_v3	2397174	2399072	-	1899	181	156	161
PY17X_1357700	Py17X_13_v3;Py17X_13_v3;Py17X_13_v3;Py17X_13_v3;Py17X_13_v3;Py17X_13_v3;Py17X_13_v3;Py17X_13_v3;Py17X_13_v3;Py17X_13_v3;Py17X_13_v3	2401179;2401346;2401560;2401879;2402134;2402821;2403004;2403116;2403344;2403523;2403932	2401213;2401403;2401774;2402030;2402639;2402919;2403024;2403247;2403433;2403599;2404175	-;-;-;-;-;-;-;-;-;-;-	1629	7429	9662	9577
PY17X_1357800	Py17X_13_v3	2405173	2407899	-	2727	370	503	437
PY17X_1357900	Py17X_13_v3	2409541	2409615	+	75	0	0	6
PY17X_1358000	Py17X_13_v3	2410282	2410353	-	72	0	0	0
PY17X_1358100	Py17X_13_v3	2415908	2416723	+	816	2104	2697	2165
PY17X_1358200	Py17X_13_v3;Py17X_13_v3	2418170;2418543	2418312;2418882	-;-	483	1782	1927	2271
PY17X_1358300	Py17X_13_v3;Py17X_13_v3;Py17X_13_v3;Py17X_13_v3	2419542;2419789;2420135;2420372	2419565;2419887;2420223;2420486	-;-;-;-	327	905	1201	1458
PY17X_1358400	Py17X_13_v3;Py17X_13_v3	2420995;2422514	2422366;2422566	+;+	1425	69	67	152
PY17X_1358500	Py17X_13_v3	2423173	2428146	-	4974	1022	986	1055
PY17X_1358600	Py17X_13_v3	2429577	2429807	-	231	1854	1983	1768
PY17X_1358700	Py17X_13_v3	2431372	2433834	+	2463	2873	3276	3289
PY17X_1358800	Py17X_13_v3	2434932	2437418	-	2487	412	512	233
PY17X_1358900	Py17X_13_v3	2438368	2439213	-	846	62	66	63
PY17X_1359000	Py17X_13_v3	2439691	2439867	-	177	4	0	12
PY17X_1359100	Py17X_13_v3	2440853	2443420	+	2568	615	361	397
PY17X_1359200	Py17X_13_v3;Py17X_13_v3;Py17X_13_v3;Py17X_13_v3	2444302;2445425;2445983;2446127	2445213;2445567;2446030;2446127	-;-;-;-	1104	2501	2901	2865
PY17X_1359300	Py17X_13_v3	2447279	2450644	-	3366	12	7	32
PY17X_1359400	Py17X_13_v3	2451342	2452766	-	1425	288	285	271
PY17X_1359500	Py17X_13_v3;Py17X_13_v3;Py17X_13_v3;Py17X_13_v3;Py17X_13_v3	2454139;2454603;2454949;2455167;2455387	2454417;2454824;2455007;2455232;2455447	-;-;-;-;-	687	2069	2789	2401
PY17X_1359600	Py17X_13_v3;Py17X_13_v3	2457662;2458080	2457758;2458300	+;+	318	475	604	606
PY17X_1359700	Py17X_13_v3;Py17X_13_v3	2461115;2462871	2462750;2462941	+;+	1707	68293	73988	78616
PY17X_1359800	Py17X_13_v3	2464449	2464521	+	73	0	5	3
PY17X_1359900	Py17X_13_v3	2464928	2465035	-	108	16	19	17
PY17X_1360000	Py17X_13_v3;Py17X_13_v3	2465922;2466724	2466440;2466759	-;-	555	16457	11960	11607
PY17X_1360100	Py17X_13_v3;Py17X_13_v3;Py17X_13_v3	2468425;2468723;2469362	2468427;2468978;2469666	+;+;+	564	17959	11595	12538
PY17X_1360200	Py17X_13_v3	2469057	2469144	+	88	4	7	7
PY17X_1360300	Py17X_13_v3	2471174	2472625	+	1452	89	57	58
PY17X_1360400	Py17X_13_v3	2473830	2476166	+	2337	52	69	60
PY17X_1360500	Py17X_13_v3;Py17X_13_v3;Py17X_13_v3	2476954;2477296;2477565	2477027;2477414;2477686	+;+;+	315	3416	4265	4682
PY17X_1360600	Py17X_13_v3	2478317	2479702	-	1386	4165	3756	4217
PY17X_1360700	Py17X_13_v3;Py17X_13_v3;Py17X_13_v3;Py17X_13_v3	2481098;2481512;2481928;2482205	2481388;2481811;2482045;2482245	-;-;-;-	750	20553	22232	20797
PY17X_1360800	Py17X_13_v3	2484438	2485367	-	930	8130	7215	7852
PY17X_1360900	Py17X_13_v3	2489198	2491942	+	2745	5618	5398	4881
PY17X_1361000	Py17X_13_v3	2492690	2495368	-	2679	24	38	49
PY17X_1361100	Py17X_13_v3	2496451	2497239	+	789	1400	1349	1379
PY17X_1361200	Py17X_13_v3;Py17X_13_v3	2498615;2499447	2499304;2499815	-;-	1059	6582	6204	6123
PY17X_1361300	Py17X_13_v3;Py17X_13_v3;Py17X_13_v3;Py17X_13_v3;Py17X_13_v3	2501542;2501994;2502313;2502618;2502945	2501915;2502067;2502443;2502697;2503011	-;-;-;-;-	726	19	16	9
PY17X_1361400	Py17X_13_v3;Py17X_13_v3;Py17X_13_v3	2505552;2505756;2506025	2505647;2505893;2508244	+;+;+	2454	4758	6486	7754
PY17X_1361500	Py17X_13_v3;Py17X_13_v3;Py17X_13_v3	2508881;2509020;2509260	2508903;2509112;2509320	-;-;-	177	183	106	150
PY17X_1361600	Py17X_13_v3	2511113	2512825	+	1713	1355	1376	1892
PY17X_1361700	Py17X_13_v3	2513765	2524891	-	11127	275	176	259
PY17X_1361800	Py17X_13_v3	2526999	2528024	-	1026	205	306	258
PY17X_1361900	Py17X_13_v3	2531629	2533188	+	1560	172	94	196
PY17X_1362000	Py17X_13_v3	2534721	2537588	-	2868	13573	18607	17858
PY17X_1362100	Py17X_13_v3;Py17X_13_v3;Py17X_13_v3	2539894;2540228;2541343	2540104;2541196;2544590	+;+;+	4428	47797	58057	64114
PY17X_1362200	Py17X_13_v3;Py17X_13_v3;Py17X_13_v3;Py17X_13_v3	2545584;2546435;2546606;2546749	2546291;2546512;2546635;2546871	+;+;+;+	939	479	393	457
PY17X_1362300	Py17X_13_v3	2547154	2548878	-	1725	58	30	73
PY17X_1362400	Py17X_13_v3	2549989	2552205	-	2217	1071	743	869
PY17X_1362500	Py17X_13_v3	2554484	2575876	-	21393	11633	14481	13894
PY17X_1362600	Py17X_13_v3	2578084	2579943	+	1860	2257	2674	2715
PY17X_1362700	Py17X_13_v3	2580880	2583435	+	2556	774	780	870
PY17X_1362800	Py17X_13_v3	2585182	2587389	+	2208	5352	6225	6392
PY17X_1362900	Py17X_13_v3	2589463	2592252	+	2790	3772	4303	4510
PY17X_1363000	Py17X_13_v3;Py17X_13_v3;Py17X_13_v3	2594927;2597612;2598167	2597421;2597817;2598168	-;-;-	2703	1973	3435	2881
PY17X_1363100	Py17X_13_v3;Py17X_13_v3;Py17X_13_v3	2601919;2602575;2603095	2602387;2602902;2603137	-;-;-	840	56	52	48
PY17X_1363200	Py17X_13_v3	2603849	2605240	+	1392	202	256	371
PY17X_1363300	Py17X_13_v3	2605693	2609202	-	3510	185	187	333
PY17X_1363400	Py17X_13_v3;Py17X_13_v3;Py17X_13_v3	2610430;2611052;2611657	2610918;2611549;2611788	+;+;+	1119	293	338	463
PY17X_1363500	Py17X_13_v3	2614888	2619120	+	4233	57555	63408	64972
PY17X_1363600	Py17X_13_v3;Py17X_13_v3;Py17X_13_v3;Py17X_13_v3;Py17X_13_v3;Py17X_13_v3;Py17X_13_v3;Py17X_13_v3;Py17X_13_v3;Py17X_13_v3;Py17X_13_v3	2620291;2620397;2620647;2620794;2620977;2621277;2621413;2621695;2621929;2622117;2622496	2620316;2620548;2620695;2620836;2621153;2621307;2621516;2621832;2621995;2622175;2622639	+;+;+;+;+;+;+;+;+;+;+	990	521	607	397
PY17X_1363700	Py17X_13_v3;Py17X_13_v3;Py17X_13_v3;Py17X_13_v3	2622681;2623069;2623305;2623725	2622878;2623102;2623354;2623916	-;-;-;-	474	198	171	154
PY17X_1363800	Py17X_13_v3	2625197	2626792	-	1596	97	43	107
PY17X_1363900	Py17X_13_v3;Py17X_13_v3;Py17X_13_v3	2627835;2628045;2628442	2627861;2628140;2628579	-;-;-	261	138	85	161
PY17X_1364000	Py17X_13_v3;Py17X_13_v3;Py17X_13_v3;Py17X_13_v3	2629741;2630296;2630900;2631193	2630093;2630726;2631061;2634722	-;-;-;-	4476	235691	216227	228343
PY17X_1364100	Py17X_13_v3	2636848	2637678	+	831	1739	1261	1544
